pupilnolongeronrolltableid,NativeId,termlysessiondetailsoffrolltableid,termlysessiondetailsoffrollorderseqcolumn,sourceid,sessions,attendancereason
4cddb9a4-b4b,SCH2,e8e0cceb,993,ef9b308c,136.0,C
4cddb9a4-b4b,SCH2,4ebd54ac,997,ef9b308c,130.0,E
4cddb9a4-b4b,SCH2,c4ca7c6c,991,ef9b308c,132.0,H
4cddb9a4-b4b,SCH2,0ee6a69e,994,ef9b308c,130.0,I
4cddb9a4-b4b,SCH2,c2ead0ab,1000,ef9b308c,127.0,O
4d98c203-415,SCH1,671a8d21,1007,41a7f564,130.0,E
4d98c203-415,SCH1,73a13bbe,1001,41a7f564,133.0,H
4d98c203-415,SCH1,d92eebac,1004,41a7f564,128.0,I
4d98c203-415,SCH1,875c917e,1003,41a7f564,133.0,R
4d98c203-415,SCH1,32adfadd,1002,41a7f564,122.0,T
4d98c203-415,SCH1,71eedf3d,1005,41a7f564,136.0,U
4e16886b-f16,SCH2,f66352dc,1008,67f63515,130.0,C
4e16886b-f16,SCH2,828a0556,1010,67f63515,130.0,E
4e16886b-f16,SCH2,c9fb012a,1012,67f63515,124.0,N
4e16886b-f16,SCH2,db841fa8,1015,67f63515,125.0,R
4e16886b-f16,SCH2,2c90b84b,1011,67f63515,132.0,S
4e16886b-f16,SCH2,9d60056e,1014,67f63515,134.0,T
4e16886b-f16,SCH2,b1056bfd,1013,67f63515,131.0,X
4e16886b-f16,SCH2,df115dc0,1009,67f63515,118.0,Y
4e786a5b-e09,SCH3,205859f4,1019,3ded4253,128.0,C
4e786a5b-e09,SCH3,c39afd13,1018,3ded4253,128.0,G
4e786a5b-e09,SCH3,a279d480,1022,3ded4253,129.0,H
4e786a5b-e09,SCH3,6981c2c8,1016,3ded4253,130.0,I
4e786a5b-e09,SCH3,b4671ba8,1023,3ded4253,124.0,M
4e786a5b-e09,SCH3,11e21415,1017,3ded4253,130.0,R
4e786a5b-e09,SCH3,ab3afca5,1021,3ded4253,130.0,T
4e9633e1-f0f,SCH4,52a3875d,1033,190cdd8b,127.0,#
4e9633e1-f0f,SCH4,eae3a687,1026,190cdd8b,135.0,C
4e9633e1-f0f,SCH4,6e3cae4a,1031,190cdd8b,128.0,I
4e9633e1-f0f,SCH4,51e1dc31,1029,190cdd8b,139.0,M
4e9633e1-f0f,SCH4,1c55e475,1027,190cdd8b,125.0,O
4e9633e1-f0f,SCH4,a1ac1c73,1032,190cdd8b,126.0,R
4e9633e1-f0f,SCH4,72194085,1034,190cdd8b,133.0,S
4e9633e1-f0f,SCH4,6c06e076,1025,190cdd8b,127.0,T
4e9633e1-f0f,SCH4,e432ef03,1028,190cdd8b,128.0,U
4e9633e1-f0f,SCH6,34926cf3,1037,91bc403a,131.0,C
4e9633e1-f0f,SCH6,31082f9e,1041,91bc403a,131.0,E
4e9633e1-f0f,SCH6,cc53c99b,1038,91bc403a,135.0,G
4e9633e1-f0f,SCH6,a3e4e5bd,1039,91bc403a,128.0,I
4e9633e1-f0f,SCH6,daa6afce,1035,91bc403a,128.0,M
4e9633e1-f0f,SCH6,0a514767,1036,91bc403a,140.0,N
4ec4aa1e-cab,SCH7,f6c210c3,1044,488a2f9d,,G
4ec4aa1e-cab,SCH7,0428788f,1043,488a2f9d,129.0,H
4ec4aa1e-cab,SCH7,f2758171,1045,488a2f9d,125.0,T
4f55b541-0bf,SCH7,6e9e94fd,1048,85dbfb73,131.0,C
4f55b541-0bf,SCH7,38f6afcd,1049,85dbfb73,129.0,E
4f55b541-0bf,SCH7,6660544a,1050,85dbfb73,128.0,H
4f55b541-0bf,SCH7,580e0a12,1046,85dbfb73,129.0,I
4f55b541-0bf,SCH7,a91d0068,1051,85dbfb73,124.0,N
4f55b541-0bf,SCH7,e355e7bd,1047,85dbfb73,126.0,U
4fcd5132-e2a,SCH1,a3da46e9,1053,adda2ed2,,I
4fcd5132-e2a,SCH1,6363ee40,1054,adda2ed2,131.0,M
4fcd5132-e2a,SCH1,6413e396,1055,adda2ed2,135.0,R
4fcd5132-e2a,SCH1,f6920b13,1056,adda2ed2,126.0,Y
4fcd5132-e2a,SCH7,6bcf2720,1062,7e1c35bb,130.0,C
4fcd5132-e2a,SCH7,fcbfee78,1061,7e1c35bb,125.0,E
4fcd5132-e2a,SCH7,4c94ae4e,1057,7e1c35bb,124.0,G
4fcd5132-e2a,SCH7,7a9eb48f,1063,7e1c35bb,125.0,H
4fcd5132-e2a,SCH7,e6fdbf40,1059,7e1c35bb,131.0,I
4fcd5132-e2a,SCH7,8d54a248,1058,7e1c35bb,129.0,M
4fcd5132-e2a,SCH7,d1210454,1060,7e1c35bb,128.0,O
50442252-3fd,SCH2,6cb6cee4,1068,1b455086,138.0,N
50442252-3fd,SCH2,e00cf372,1067,1b455086,130.0,O
5099361d-0cc,SCH3,2e46c0a0,1069,216844a9,134.0,G
5099361d-0cc,SCH3,aec25687,1070,216844a9,128.0,M
5099361d-0cc,SCH3,7f5b7522,1072,216844a9,135.0,O
50ba3257-7ce,SCH3,bdf6dc1b,1073,eff4862d,135.0,N
51677261-c15,SCH5,3fa0eb3c,1075,930881b4,135.0,M
51677261-c15,SCH5,01edc83a,1074,930881b4,127.0,N
51677261-c15,SCH5,bfab5715,1076,930881b4,124.0,Z
5184cb6a-9c8,SCH5,46a71714,1077,bf8f00b3,137.0,G
5184cb6a-9c8,SCH5,de700a7a,1081,bf8f00b3,130.0,H
5184cb6a-9c8,SCH5,e71a7e87,1080,bf8f00b3,124.0,N
5184cb6a-9c8,SCH5,a5aef21e,1078,bf8f00b3,131.0,T
521bb926-8c7,SCH2,c71e8410,1088,61a8cd44,129.0,C
521bb926-8c7,SCH2,0fee4764,1085,61a8cd44,129.0,E
521bb926-8c7,SCH2,b1e034a0,1084,61a8cd44,130.0,G
521bb926-8c7,SCH2,42b04ae7,1083,61a8cd44,135.0,I
521bb926-8c7,SCH2,b17f091e,1087,61a8cd44,135.0,M
521bb926-8c7,SCH2,78e19d3f,1090,61a8cd44,118.0,S
521bb926-8c7,SCH2,83977266,1082,61a8cd44,133.0,Z
54362b13-aaf,SCH8,ab9f9fe0,1091,7f7f30dd,125.0,G
54362b13-aaf,SCH8,c72f5a08,1093,7f7f30dd,135.0,M
54362b13-aaf,SCH8,919d9bcc,1094,7f7f30dd,125.0,N
54362b13-aaf,SCH8,dc751800,1095,7f7f30dd,134.0,U
54362b13-aaf,SCH8,4eb0dc1c,1092,7f7f30dd,133.0,Z
546cce9d-6be,SCH8,00e205ff,1101,1f85eae5,134.0,G
546cce9d-6be,SCH8,8b93ccd2,1096,1f85eae5,127.0,H
546cce9d-6be,SCH8,b5005a07,1098,1f85eae5,131.0,I
546cce9d-6be,SCH8,094e58b9,1100,1f85eae5,129.0,S
546cce9d-6be,SCH8,bc7f67d3,1097,1f85eae5,132.0,Y
54dd761f-bad,SCH4,242f06f2,1105,d54f65a8,124.0,C
54dd761f-bad,SCH4,efc0f441,1102,d54f65a8,131.0,H
54dd761f-bad,SCH4,fb45e1ab,1103,d54f65a8,132.0,T
54dd761f-bad,SCH4,6718cbb5,1104,d54f65a8,128.0,U
55ab4359-ee1,SCH5,7e448fc0,1106,f01abcee,136.0,E
55ab4359-ee1,SCH5,2f0de3bc,1109,f01abcee,129.0,I
55ab4359-ee1,SCH5,8cdf5cee,1107,f01abcee,130.0,O
55ab4359-ee1,SCH5,51e1c497,1108,f01abcee,128.0,R
55ab4359-ee1,SCH5,49abb848,1110,f01abcee,129.0,U
56f08c60-15d,SCH7,fab7bf24,1113,ae1766d4,128.0,C
56f08c60-15d,SCH7,8d221c76,1116,ae1766d4,135.0,E
56f08c60-15d,SCH7,6212a7a3,1118,ae1766d4,137.0,H
56f08c60-15d,SCH7,48477639,1111,ae1766d4,130.0,M
56f08c60-15d,SCH7,d8d360c7,1114,ae1766d4,132.0,O
56f08c60-15d,SCH7,9974dedf,1112,ae1766d4,125.0,R
56f08c60-15d,SCH7,48b66d70,1117,ae1766d4,128.0,S
572006a9-12e,SCH2,b60b3a04,1125,da11d75b,135.0,C
572006a9-12e,SCH2,cd7b4dc4,1122,da11d75b,127.0,G
572006a9-12e,SCH2,d9cd4323,1121,da11d75b,131.0,H
572006a9-12e,SCH2,69a5ba2b,1123,da11d75b,123.0,I
572006a9-12e,SCH2,1ace6816,1124,da11d75b,122.0,M
572006a9-12e,SCH2,9902b1c9,1126,da11d75b,133.0,N
572006a9-12e,SCH2,a033c1e3,1128,da11d75b,137.0,O
572006a9-12e,SCH2,68174453,1129,da11d75b,131.0,Y
572006a9-12e,SCH7,5511a504,1119,8bdca056,130.0,C
57584045-ed5,SCH6,9fc69a27,1130,8585d2c5,129.0,H
57743532-154,SCH4,1c538080,1140,465c5c0f,126.0,G
57743532-154,SCH5,40f8ed07,1144,3ede1537,125.0,G
57743532-154,SCH5,7b492328,1143,3ede1537,128.0,H
57743532-154,SCH5,af38f1e3,1142,3ede1537,137.0,N
57743532-154,SCH5,94777200,1141,3ede1537,126.0,S
57743532-154,SCH7,a46affe9,1133,bee99b91,130.0,G
57743532-154,SCH7,7a589343,1131,bee99b91,128.0,H
57743532-154,SCH7,9c4536a9,1137,bee99b91,131.0,O
57743532-154,SCH7,01bb8e8d,1136,bee99b91,137.0,S
57743532-154,SCH7,fd84ebce,1132,bee99b91,125.0,U
57743532-154,SCH8,942f75ec,1145,8b57094d,131.0,H
57743532-154,SCH8,b82c1699,1150,8b57094d,128.0,I
57743532-154,SCH8,2d1e37c9,1146,8b57094d,123.0,M
57743532-154,SCH8,c38c950a,1147,8b57094d,133.0,N
57743532-154,SCH8,9f62faab,1149,8b57094d,133.0,S
57743532-154,SCH8,74e4e471,1151,8b57094d,141.0,Y
57743532-154,SCH8,cefc77af,1148,8b57094d,125.0,Z
5787a812-d79,SCH7,98cb61da,1153,7abebe9a,127.0,C
5787a812-d79,SCH7,8383439d,1155,7abebe9a,129.0,E
5787a812-d79,SCH7,aee11e72,1157,7abebe9a,126.0,H
5787a812-d79,SCH7,36fa7b7d,1154,7abebe9a,124.0,M
5787a812-d79,SCH7,dac64f10,1156,7abebe9a,131.0,N
57951f65-ca0,SCH3,c467e560,1161,e2e48729,137.0,G
57951f65-ca0,SCH3,ee55cc2f,1164,e2e48729,126.0,I
57951f65-ca0,SCH3,39c6a355,1165,e2e48729,125.0,M
57951f65-ca0,SCH3,24af22d1,1163,e2e48729,129.0,X
57951f65-ca0,SCH3,fa37ff2a,1166,e2e48729,131.0,Y
57951f65-ca0,SCH6,2d0e4d9d,1160,a1ec2a79,127.0,C
57951f65-ca0,SCH6,1b64a707,1158,a1ec2a79,125.0,I
57951f65-ca0,SCH6,603b418a,1159,a1ec2a79,135.0,N
57ac9b2d-a02,SCH4,a1e0c9da,1167,fb0e19a0,138.0,E
57ac9b2d-a02,SCH4,f4f5771c,1168,fb0e19a0,128.0,H
57ac9b2d-a02,SCH4,a3ab1ac9,1170,fb0e19a0,123.0,N
57ac9b2d-a02,SCH4,e41ae63a,1169,fb0e19a0,137.0,R
591ffc5a-d31,SCH2,534c2524,1171,64691c60,129.0,C
591ffc5a-d31,SCH2,0c64f6a0,1172,64691c60,132.0,E
591ffc5a-d31,SCH2,d49bc0e5,1176,64691c60,133.0,I
591ffc5a-d31,SCH2,14feb51f,1177,64691c60,129.0,N
591ffc5a-d31,SCH2,fdf5c774,1174,64691c60,122.0,O
591ffc5a-d31,SCH2,c617bf65,1173,64691c60,122.0,U
59b4ac66-2c3,SCH4,b85697d1,1185,cb2ac96a,139.0,C
59b4ac66-2c3,SCH4,89dd9cfc,1178,cb2ac96a,121.0,G
59b4ac66-2c3,SCH4,4ce5eb13,1179,cb2ac96a,135.0,H
59b4ac66-2c3,SCH4,efaddb0c,1181,cb2ac96a,128.0,R
59b4ac66-2c3,SCH4,32dd5139,1182,cb2ac96a,130.0,Y
59b93cb2-ac1,SCH4,84c8753a,1186,9c8698d1,130.0,C
59b93cb2-ac1,SCH4,fb984136,1189,9c8698d1,123.0,E
59b93cb2-ac1,SCH4,a506104b,1187,9c8698d1,133.0,G
59b93cb2-ac1,SCH4,ae9bb58a,1191,9c8698d1,128.0,M
59b93cb2-ac1,SCH4,2d4dea24,1190,9c8698d1,132.0,N
59b93cb2-ac1,SCH4,cedc9c57,1188,9c8698d1,129.0,O
59b93cb2-ac1,SCH4,71e90ce8,1192,9c8698d1,127.0,R
59c3f10c-361,SCH3,67612a47,1198,d440ad8b,133.0,G
59c3f10c-361,SCH3,06a993ed,1197,d440ad8b,135.0,R
59c3f10c-361,SCH3,fa678a34,1199,d440ad8b,129.0,S
59c3f10c-361,SCH7,a5e69611,1195,c4f12ba9,128.0,C
59c3f10c-361,SCH7,63bd198d,1196,c4f12ba9,137.0,E
59c3f10c-361,SCH7,064673f9,1194,c4f12ba9,129.0,Y
5a2b5ec0-e5e,SCH3,5fc48f1a,1204,b59491ea,139.0,C
5a2b5ec0-e5e,SCH3,bf90486b,1200,b59491ea,124.0,E
5a2b5ec0-e5e,SCH3,c17842b8,1201,b59491ea,132.0,H
5a2b5ec0-e5e,SCH3,6573d60e,1203,b59491ea,130.0,I
5a2b5ec0-e5e,SCH3,128ab79f,1202,b59491ea,131.0,S
5ab4f5db-0a6,SCH5,5a43beb8,1207,88afed22,137.0,H
5ab4f5db-0a6,SCH5,0c8b98ee,1208,88afed22,120.0,M
5b0da0a1-d39,SCH8,b40daf7e,1209,e70fbf7e,126.0,C
5b0da0a1-d39,SCH8,b2771a50,1214,e70fbf7e,132.0,E
5b0da0a1-d39,SCH8,81e6e6b5,1216,e70fbf7e,139.0,G
5b0da0a1-d39,SCH8,d429c70c,1213,e70fbf7e,127.0,H
5b0da0a1-d39,SCH8,5cf0ca53,1210,e70fbf7e,128.0,I
5b0da0a1-d39,SCH8,4983deb8,1215,e70fbf7e,134.0,R
5b0da0a1-d39,SCH8,52fd404d,1211,e70fbf7e,125.0,S
5bdf10a2-590,SCH2,030c62f9,1225,9fa7ebef,135.0,C
5bdf10a2-590,SCH2,6ba4985c,1219,9fa7ebef,126.0,E
5bdf10a2-590,SCH2,48f01707,1226,9fa7ebef,131.0,G
5bdf10a2-590,SCH2,0bb3427a,1221,9fa7ebef,126.0,H
5bdf10a2-590,SCH2,85e3b46b,1220,9fa7ebef,125.0,M
5bdf10a2-590,SCH2,5ea38e8a,1222,9fa7ebef,143.0,N
5bdf10a2-590,SCH2,306b0ce5,1224,9fa7ebef,131.0,O
5bdf10a2-590,SCH2,afeb637f,1223,9fa7ebef,126.0,S
5bdf10a2-590,SCH6,25e9d0c7,1217,6db0b7bc,137.0,M
5bdf10a2-590,SCH6,bb9745da,1218,6db0b7bc,125.0,Y
5c7979ef-38e,SCH2,a4ecb382,1227,941b8738,130.0,H
5c7979ef-38e,SCH2,7818dc03,1228,941b8738,134.0,U
5c9d01f7-88d,SCH6,acc3ef38,1232,89a07a60,131.0,G
5c9d01f7-88d,SCH7,0860ad4f,1231,b8c90bd5,134.0,C
5c9d01f7-88d,SCH7,f89aff42,1230,b8c90bd5,134.0,E
5c9d01f7-88d,SCH7,d9bd09ac,1229,b8c90bd5,125.0,M
5d3bf774-bfe,SCH8,716a23ad,1233,5c540092,125.0,H
5d3bf774-bfe,SCH8,85faef2a,1234,5c540092,134.0,M
5d9c6fdb-bc6,SCH8,d3c95c53,1235,7c446441,127.0,G
5d9c6fdb-bc6,SCH8,9ed5cb65,1236,7c446441,129.0,I
5d9c6fdb-bc6,SCH8,bf6e19e9,1237,7c446441,126.0,U
5dbc3743-fe6,SCH2,c758b7e6,1239,ce04bbdc,128.0,E
5dbc3743-fe6,SCH2,8ce472d3,1245,ce04bbdc,124.0,G
5dbc3743-fe6,SCH2,eac0df4a,1241,ce04bbdc,124.0,H
5dbc3743-fe6,SCH2,2d18443f,1240,ce04bbdc,130.0,O
5dbc3743-fe6,SCH2,fed93b78,1242,ce04bbdc,129.0,T
5dbc3743-fe6,SCH2,70ed7b31,1238,ce04bbdc,136.0,U
5dbc3743-fe6,SCH2,b241c089,1244,ce04bbdc,134.0,Z
5f5c358e-bf8,SCH6,addce262,1246,877e1b56,132.0,C
5f5c358e-bf8,SCH6,0af7c1a2,1252,877e1b56,131.0,I
5f5c358e-bf8,SCH6,087bd9d7,1247,877e1b56,134.0,M
5f5c358e-bf8,SCH6,d92bceb2,1250,877e1b56,132.0,N
5f5c358e-bf8,SCH6,90306193,1248,877e1b56,135.0,R
5f5c358e-bf8,SCH6,9c853950,1249,877e1b56,131.0,U
601116e4-2e4,SCH3,afd2d653,1256,b6d39f12,131.0,C
601116e4-2e4,SCH3,1794ae58,1255,b6d39f12,139.0,E
601116e4-2e4,SCH3,03062895,1259,b6d39f12,126.0,G
601116e4-2e4,SCH3,c65b456b,1257,b6d39f12,127.0,H
601116e4-2e4,SCH3,e49e7ad1,1253,b6d39f12,121.0,I
601116e4-2e4,SCH3,5621d5da,1260,b6d39f12,128.0,M
601116e4-2e4,SCH3,2e23b588,1254,b6d39f12,134.0,N
60379fb8-10f,SCH5,7342b430,1264,08a1f0fd,130.0,C
60379fb8-10f,SCH5,08e73f6e,1265,08a1f0fd,126.0,E
60379fb8-10f,SCH5,0bc16ccf,1261,08a1f0fd,130.0,G
60379fb8-10f,SCH5,e4f53cc3,1262,08a1f0fd,136.0,N
60379fb8-10f,SCH5,b5c26ab1,1266,08a1f0fd,125.0,R
60379fb8-10f,SCH8,03b784f0,1267,f6b4c991,134.0,I
60379fb8-10f,SCH8,8bee50a1,1268,f6b4c991,125.0,X
6058d36b-ce1,SCH2,f9454a9b,1270,475e5791,129.0,I
6058d36b-ce1,SCH2,adee8a8a,1269,475e5791,134.0,R
6058d36b-ce1,SCH2,a9abc3ff,1271,475e5791,131.0,Z
6058d36b-ce1,SCH8,564c5955,1272,5e58bf07,127.0,O
6058d36b-ce1,SCH8,2a16c822,1274,5e58bf07,136.0,R
6058d36b-ce1,SCH8,728dc43a,1273,5e58bf07,134.0,X
60ea8d9e-93a,SCH3,f3143608,1278,5174e1a3,128.0,C
60ea8d9e-93a,SCH3,f3d17395,1277,5174e1a3,137.0,G
60ea8d9e-93a,SCH3,e0def6d6,1276,5174e1a3,127.0,I
62800d01-e94,SCH7,95f4e7bb,1281,a81558e8,138.0,E
62800d01-e94,SCH7,7882ea2d,1282,a81558e8,123.0,I
62800d01-e94,SCH7,80077ba3,1284,a81558e8,127.0,X
62800d01-e94,SCH7,15e4246c,1283,a81558e8,130.0,Z
633f2a15-989,SCH5,ba8e7104,1290,6f584f23,121.0,E
633f2a15-989,SCH5,4b8f2805,1287,6f584f23,126.0,N
633f2a15-989,SCH5,4634dc80,1286,6f584f23,124.0,T
633f2a15-989,SCH5,f51ad335,1288,6f584f23,125.0,U
633f2a15-989,SCH5,43064b45,1289,6f584f23,131.0,X
634f19fa-685,SCH4,6efeb072,1299,19e16783,127.0,C
634f19fa-685,SCH4,37ec2553,1293,19e16783,133.0,G
634f19fa-685,SCH4,ad15f48c,1294,19e16783,133.0,N
634f19fa-685,SCH4,555a6e2c,1295,19e16783,131.0,R
634f19fa-685,SCH4,f10284e8,1296,19e16783,137.0,T
64115dbc-6a1,SCH6,6b473bbd,1302,d6af33c2,134.0,H
64115dbc-6a1,SCH6,35c64fb4,1306,d6af33c2,121.0,I
64115dbc-6a1,SCH6,2e44a6ac,1301,d6af33c2,128.0,M
64115dbc-6a1,SCH6,f12b73c4,1308,d6af33c2,133.0,O
64115dbc-6a1,SCH6,7ee39310,1304,d6af33c2,131.0,R
64115dbc-6a1,SCH6,77a90b05,1305,d6af33c2,127.0,S
64670b9f-f53,SCH1,8d1cc9cf,1310,f9d644ca,125.0,C
64670b9f-f53,SCH1,df325788,1311,f9d644ca,129.0,M
64f6f883-5ed,SCH5,42648a88,1321,7250afb4,132.0,C
64f6f883-5ed,SCH5,118f06b7,1313,7250afb4,128.0,E
64f6f883-5ed,SCH5,f2486c12,1312,7250afb4,130.0,H
64f6f883-5ed,SCH5,f19ecfff,1315,7250afb4,134.0,I
64f6f883-5ed,SCH5,4a668581,1314,7250afb4,127.0,N
64f6f883-5ed,SCH5,486a6c91,1320,7250afb4,126.0,R
64f6f883-5ed,SCH5,ac2630c2,1318,7250afb4,130.0,U
6523663c-cf5,SCH1,b68fce7a,1322,a7348e36,138.0,M
65769fb9-e8e,SCH2,c147f15e,1323,30017643,121.0,C
665f5279-69e,SCH4,1a9c6c34,1325,4e3a108d,135.0,G
665f5279-69e,SCH4,8569ae7b,1324,4e3a108d,129.0,I
665f5279-69e,SCH7,46df8550,1328,2d5f0336,132.0,C
665f5279-69e,SCH7,5c890860,1327,2d5f0336,132.0,E
665f5279-69e,SCH7,885322f0,1330,2d5f0336,127.0,M
665f5279-69e,SCH7,0fb80225,1329,2d5f0336,124.0,N
665f5279-69e,SCH7,b7fe1f25,1326,2d5f0336,128.0,T
6743810e-f4b,SCH6,54d2dc09,1331,033adef6,134.0,G
6743810e-f4b,SCH6,7daafef6,1335,033adef6,135.0,H
6743810e-f4b,SCH6,818571d2,1338,033adef6,136.0,M
6743810e-f4b,SCH6,f268a69f,1333,033adef6,130.0,O
6743810e-f4b,SCH6,b61b2030,1334,033adef6,121.0,T
6743810e-f4b,SCH6,5aad3d19,1337,033adef6,131.0,X
68169a4a-c5b,SCH7,ae93324f,1340,5eb2ce90,119.0,C
68169a4a-c5b,SCH7,d02bc194,1342,5eb2ce90,128.0,E
68169a4a-c5b,SCH7,955c2273,1344,5eb2ce90,132.0,G
68169a4a-c5b,SCH7,e5e9b44f,1347,5eb2ce90,126.0,I
68169a4a-c5b,SCH7,d2a4e775,1341,5eb2ce90,145.0,M
68169a4a-c5b,SCH7,d9100bdb,1345,5eb2ce90,136.0,N
68169a4a-c5b,SCH7,8984422d,1339,5eb2ce90,137.0,S
684eae10-c23,SCH3,26a53d2a,1350,38b7c25c,132.0,#
684eae10-c23,SCH3,de000781,1354,38b7c25c,130.0,G
684eae10-c23,SCH3,7584b10e,1348,38b7c25c,135.0,H
684eae10-c23,SCH3,7e6f087e,1349,38b7c25c,125.0,N
684eae10-c23,SCH3,8f8d2ce0,1351,38b7c25c,128.0,O
684eae10-c23,SCH3,d19dc5ab,1352,38b7c25c,125.0,U
6963025a-7bc,SCH7,091394e2,1362,cbe3dcd3,123.0,E
6963025a-7bc,SCH7,3f6c4590,1358,cbe3dcd3,131.0,G
6963025a-7bc,SCH7,e8e5c6a0,1356,cbe3dcd3,136.0,I
6963025a-7bc,SCH7,6b13d03c,1364,cbe3dcd3,127.0,M
6963025a-7bc,SCH7,be7136ba,1357,cbe3dcd3,124.0,N
6963025a-7bc,SCH7,2d27eaf6,1360,cbe3dcd3,136.0,R
6963025a-7bc,SCH7,d602881e,1361,cbe3dcd3,121.0,Y
6a3fbe2f-37c,SCH1,7584026b,1374,39c2bcf4,135.0,I
6a3fbe2f-37c,SCH4,4bc4c72d,1365,d6815878,133.0,#
6a3fbe2f-37c,SCH4,7391f291,1369,d6815878,122.0,G
6a3fbe2f-37c,SCH4,e0ee92ca,1371,d6815878,127.0,I
6a3fbe2f-37c,SCH4,7c2d281e,1367,d6815878,131.0,M
6a3fbe2f-37c,SCH4,c91f6ef8,1366,d6815878,116.0,R
6a3fbe2f-37c,SCH4,e2dc7737,1368,d6815878,126.0,U
6a3fbe2f-37c,SCH4,7fd5a9d5,1370,d6815878,128.0,Z
6b2a5bc8-484,SCH8,6e0b7d6c,1376,0c36084e,124.0,#
6b2a5bc8-484,SCH8,2fabeb18,1379,0c36084e,131.0,C
6b2a5bc8-484,SCH8,eae55435,1382,0c36084e,135.0,G
6b2a5bc8-484,SCH8,ccbfe180,1375,0c36084e,134.0,M
6b2a5bc8-484,SCH8,6779c20d,1377,0c36084e,134.0,N
6b2a5bc8-484,SCH8,d47c1ea6,1378,0c36084e,130.0,R
6b92ad8c-f20,SCH3,dd72dc15,1388,adf412df,127.0,G
6b92ad8c-f20,SCH3,7d082638,1386,adf412df,139.0,M
6b92ad8c-f20,SCH7,80922ae9,1385,efe1208b,135.0,E
6b92ad8c-f20,SCH7,fbfd6c81,1383,efe1208b,123.0,N
6b92ad8c-f20,SCH7,cde6d9fe,1384,efe1208b,127.0,R
6cce058c-9cc,SCH1,b5d0cbf4,1394,0118fbc3,130.0,O
6cce058c-9cc,SCH1,53cb40e8,1390,0118fbc3,125.0,R
6cce058c-9cc,SCH1,aba3e02f,1389,0118fbc3,130.0,U
6cce058c-9cc,SCH1,01492014,1391,0118fbc3,137.0,X
6cce058c-9cc,SCH1,5a04293f,1392,0118fbc3,126.0,Y
6d761ec3-bc6,SCH2,feef2460,1396,43f1284d,133.0,G
6d761ec3-bc6,SCH2,ab7e0ed3,1397,43f1284d,125.0,N
6d761ec3-bc6,SCH5,3eb0da22,1400,32ea31df,138.0,G
6d761ec3-bc6,SCH5,ca6582a1,1398,32ea31df,131.0,H
6d761ec3-bc6,SCH5,b7b2404b,1399,32ea31df,124.0,R
6dbd38cf-5e4,SCH5,0a2d53c1,1402,add2b302,135.0,G
6dbd38cf-5e4,SCH5,ca78ce93,1403,add2b302,130.0,R
6dbd38cf-5e4,SCH5,4d8093dd,1401,add2b302,125.0,S
6ea0177f-f79,SCH3,c2fb8e58,1405,2a5466d8,127.0,I
6ea0177f-f79,SCH3,6d83e1d0,1407,2a5466d8,125.0,N
6faacd79-80b,SCH6,65b4f4e9,1408,cf30f29d,127.0,#
6faacd79-80b,SCH6,a58659cf,1410,cf30f29d,131.0,N
6faacd79-80b,SCH6,951a9304,1411,cf30f29d,129.0,O
6faacd79-80b,SCH6,01bca609,1409,cf30f29d,132.0,Y
706c0ecd-77e,SCH6,fd6442b9,1413,067f2d65,131.0,I
706c0ecd-77e,SCH6,00b756b1,1412,067f2d65,125.0,U
70fea334-178,SCH2,791d20a2,1419,21322b48,126.0,C
70fea334-178,SCH2,185de5f2,1417,21322b48,134.0,H
70fea334-178,SCH2,47a76fa7,1414,21322b48,128.0,I
70fea334-178,SCH2,ffbba619,1420,21322b48,134.0,N
70fea334-178,SCH2,decfd629,1415,21322b48,132.0,X
7107e0ea-2c8,SCH4,c9c8b5c8,1421,7268cd1c,135.0,E
7107e0ea-2c8,SCH4,2c13e52e,1423,7268cd1c,131.0,G
718ba18b-42e,SCH8,37db3858,1424,326a77a6,131.0,C
718ba18b-42e,SCH8,7c2f95d1,1426,326a77a6,137.0,E
718ba18b-42e,SCH8,6fa5b1d2,1429,326a77a6,130.0,I
718ba18b-42e,SCH8,649d4e21,1428,326a77a6,136.0,N
718ba18b-42e,SCH8,2a0cf2ce,1425,326a77a6,128.0,S
718ba18b-42e,SCH8,5397b282,1427,326a77a6,126.0,U
71bd357c-4d2,SCH3,601f5ab5,1431,5b6e8cba,125.0,C
71bd357c-4d2,SCH3,277399ab,1430,5b6e8cba,129.0,I
71bd357c-4d2,SCH3,fcf0a8d4,1432,5b6e8cba,131.0,X
7215c2b0-f78,SCH1,155c9eb6,1438,a7880486,130.0,C
7215c2b0-f78,SCH1,f582bdd5,1434,a7880486,129.0,G
7215c2b0-f78,SCH1,8ad62fb9,1433,a7880486,121.0,S
7215c2b0-f78,SCH1,e47336e2,1441,a7880486,125.0,U
7215c2b0-f78,SCH1,887ce09e,1440,a7880486,133.0,Y
72595103-39b,SCH7,f73a06b2,1444,2e983cc4,115.0,#
72595103-39b,SCH7,4bd8e721,1443,2e983cc4,129.0,I
72595103-39b,SCH7,f0f7b845,1442,2e983cc4,130.0,O
731cf4d6-718,SCH4,cc38bf96,1446,7943ab74,131.0,R
74202f89-685,SCH8,5131054c,1447,2d0bd29e,131.0,M
74202f89-685,SCH8,28060245,1448,2d0bd29e,134.0,N
74202f89-685,SCH8,fead926b,1449,2d0bd29e,133.0,S
