pupilnolongeronrolltableid,NativeId,termlyexclusionsoffrolltableid,termlyexclusionsoffrollorderseqcolumn,sourceid,startdate,sessions,reason1,reason2,reason3,category,senprovision
cbdd20a0-fc2,SCH4,1b17a4b2,467,28bb1e19,2025-May-27 00:00:00,10.0,PA,VP,,PERM,
cbdd20a0-fc2,SCH4,2201f236,468,28bb1e19,2025-Jul-07 00:00:00,10.0,MT,,,FIXD,
cf3f70c4-27b,SCH1,8f40f3ee,469,9aa19397,2025-May-28 00:00:00,10.0,SM,,,FIXD,
cf3f70c4-27b,SCH1,08b0f602,470,9aa19397,2025-Jun-22 00:00:00,10.0,VP,BU,,FIXD,
cf3f70c4-27b,SCH1,5f9e766e,471,9aa19397,2025-Apr-23 00:00:00,10.0,PP,VP,,FIXD,S
cf3f70c4-27b,SCH1,b4dedfe2,472,9aa19397,2025-Jun-20 00:00:00,10.0,BU,PP,,FIXD,A
cf3f70c4-27b,SCH1,0a15b457,473,9aa19397,2025-Jun-21 00:00:00,10.0,PP,,,PERM,E
cf3f70c4-27b,SCH1,ea561a98,474,9aa19397,2025-Jun-17 00:00:00,10.0,BU,VA,,FIXD,E
cf3f70c4-27b,SCH1,70ad6475,475,9aa19397,2025-Jun-28 00:00:00,10.0,PA,,,FIXD,
d09f1455-3e0,SCH8,688e099a,476,a6ae1a57,2025-Jun-11 00:00:00,10.0,DA,,,PERM,P
d09f1455-3e0,SCH8,ee6e4994,477,a6ae1a57,2025-May-19 00:00:00,10.0,DM,,,FIXD,S
d0ec76f0-7f9,SCH5,5a893a05,478,313912f1,2025-Jul-05 00:00:00,10.0,PP,,,LNCH,
d0ec76f0-7f9,SCH5,9ea228d7,479,313912f1,2025-Apr-30 00:00:00,10.0,PA,,,LNCH,
d109c1e5-22b,SCH6,2dfe089f,480,5a0685dc,2025-Jun-14 00:00:00,10.0,MT,,,LNCH,E
d109c1e5-22b,SCH6,f4a6b832,481,5a0685dc,2025-Apr-26 00:00:00,10.0,BU,,,FIXD,
d109c1e5-22b,SCH6,19d9c700,482,5a0685dc,2025-May-24 00:00:00,10.0,PP,,,FIXD,
d109c1e5-22b,SCH6,5c7b4e65,483,5a0685dc,2025-May-06 00:00:00,10.0,BU,,,FIXD,
d109c1e5-22b,SCH6,45bf0177,484,5a0685dc,2025-Jul-10 00:00:00,10.0,PP,,,PERM,
d109c1e5-22b,SCH6,d458868e,485,5a0685dc,2025-Jun-30 00:00:00,10.0,DM,,,FIXD,E
d109c1e5-22b,SCH6,28f2b5be,486,5a0685dc,2025-Apr-30 00:00:00,10.0,VA,,,LNCH,
d109c1e5-22b,SCH6,777f4c8a,487,5a0685dc,2025-Jun-17 00:00:00,10.0,RA,VP,,FIXD,
d109c1e5-22b,SCH6,76260a33,488,5a0685dc,2025-Jun-21 00:00:00,10.0,VA,,,PERM,
d109c1e5-22b,SCH6,7dc68890,489,5a0685dc,2025-Apr-22 00:00:00,10.0,VP,,,FIXD,N
d109c1e5-22b,SCH8,7e0b6247,490,2d1a63e0,2025-Jul-08 00:00:00,10.0,VA,,,PERM,
d109c1e5-22b,SCH8,00fd04aa,491,2d1a63e0,2025-May-01 00:00:00,10.0,PP,BU,,FIXD,
d109c1e5-22b,SCH8,d8e215aa,492,2d1a63e0,2025-Jun-02 00:00:00,10.0,DB,,,FIXD,
d109c1e5-22b,SCH8,c3651509,493,2d1a63e0,2025-Apr-23 00:00:00,10.0,VA,,,FIXD,
d109c1e5-22b,SCH8,0f6d14ea,494,2d1a63e0,2025-Jun-26 00:00:00,10.0,RA,,,PERM,
d3de440e-053,SCH2,8d6fa071,495,5bd62fe7,2025-Apr-26 00:00:00,10.0,PP,,,PERM,E
d3de440e-053,SCH2,ce3b5b1b,496,5bd62fe7,2025-Jul-07 00:00:00,10.0,DA,,,PERM,N
d3de440e-053,SCH4,4df1bccb,497,7a2bbe81,2025-May-27 00:00:00,10.0,VP,,,LNCH,
d3de440e-053,SCH4,76580652,498,7a2bbe81,2025-Jun-08 00:00:00,10.0,PP,,,FIXD,K
d3de440e-053,SCH4,66369e9d,499,7a2bbe81,2025-Jul-09 00:00:00,10.0,RA,,,LNCH,
d3de440e-053,SCH4,1b0b7d5b,500,7a2bbe81,2025-Jun-25 00:00:00,10.0,DA,VP,,LNCH,
d3de440e-053,SCH4,bfb95c86,501,7a2bbe81,2025-Jun-02 00:00:00,10.0,PA,,,PERM,
d3de440e-053,SCH4,74909b88,502,7a2bbe81,2025-Jun-04 00:00:00,10.0,SM,,,FIXD,
d3de440e-053,SCH4,6e02f8d5,503,7a2bbe81,2025-Jun-03 00:00:00,10.0,PA,DB,,FIXD,
d83bbcd5-3d9,SCH4,192cac16,504,5a213750,2025-May-13 00:00:00,10.0,PP,VA,,FIXD,
d83bbcd5-3d9,SCH4,82b23d9b,505,5a213750,2025-May-04 00:00:00,10.0,DB,,VP,FIXD,K
d83bbcd5-3d9,SCH4,5ca5a1e7,506,5a213750,2025-May-15 00:00:00,10.0,VP,VP,,LNCH,
d83bbcd5-3d9,SCH4,019be3fc,507,5a213750,2025-Jun-07 00:00:00,10.0,VP,,,LNCH,
d83bbcd5-3d9,SCH4,e7aef568,508,5a213750,2025-May-19 00:00:00,10.0,MT,PA,,FIXD,
dbcd3fa1-3d7,SCH1,bec2d904,509,d7448779,2025-Apr-25 00:00:00,10.0,DA,,,PERM,
dbcd3fa1-3d7,SCH1,d9019ce2,510,d7448779,2025-Apr-21 00:00:00,10.0,SM,,,FIXD,
dbcd3fa1-3d7,SCH1,bbb0afde,511,d7448779,2025-Apr-29 00:00:00,10.0,MT,,,LNCH,
dbcd3fa1-3d7,SCH1,a331d28d,512,d7448779,2025-May-06 00:00:00,10.0,TH,,,LNCH,
dbcd3fa1-3d7,SCH1,f690c590,513,d7448779,2025-May-08 00:00:00,10.0,BU,,,PERM,A
dbcd3fa1-3d7,SCH1,95baf53e,514,d7448779,2025-Jun-10 00:00:00,10.0,PP,PA,RA,FIXD,
dbcd3fa1-3d7,SCH1,d647aa40,515,d7448779,2025-Apr-30 00:00:00,10.0,BU,VA,,FIXD,E
dbcd3fa1-3d7,SCH1,8ed6a2b1,516,d7448779,2025-Jun-05 00:00:00,10.0,PP,,,FIXD,E
dbcd3fa1-3d7,SCH1,b132371a,517,d7448779,2025-Apr-24 00:00:00,10.0,VP,,,PERM,S
dbcd3fa1-3d7,SCH1,7329d779,518,d7448779,2025-May-16 00:00:00,10.0,DB,DB,,FIXD,A
dcd84b93-b53,SCH2,8346552c,519,b34fa348,2025-Apr-27 00:00:00,10.0,BU,PP,,PERM,P
dcd84b93-b53,SCH2,9d19c55d,520,b34fa348,2025-Jun-18 00:00:00,10.0,RA,,,PERM,
dcd84b93-b53,SCH2,52b6cd52,521,b34fa348,2025-Jul-04 00:00:00,10.0,MT,PA,,PERM,K
de1e951c-85b,SCH4,fbdc2fba,522,98709899,2025-Jun-12 00:00:00,10.0,RA,,,PERM,K
e1520f87-181,SCH5,2e1cf800,523,61e0761a,2025-Jun-10 00:00:00,10.0,TH,PA,,LNCH,P
e1520f87-181,SCH5,b77644df,524,61e0761a,2025-Jun-08 00:00:00,10.0,VP,,,PERM,
e1520f87-181,SCH5,50ed9dd4,525,61e0761a,2025-May-19 00:00:00,10.0,PA,,,FIXD,S
e1520f87-181,SCH5,1148bee1,526,61e0761a,2025-Jul-11 00:00:00,10.0,PA,,,LNCH,E
e1520f87-181,SCH5,98c109cc,527,61e0761a,2025-May-27 00:00:00,10.0,VA,,,PERM,K
e1520f87-181,SCH5,430b90db,528,61e0761a,2025-May-23 00:00:00,10.0,PA,,,FIXD,
e1520f87-181,SCH5,73a5e4a8,529,61e0761a,2025-Jul-13 00:00:00,10.0,PA,,,LNCH,
e1520f87-181,SCH5,57f84bbc,530,61e0761a,2025-Jul-11 00:00:00,10.0,PA,,,LNCH,P
e21149c7-b81,SCH3,d7d44f04,531,ceb034ea,2025-Jun-23 00:00:00,10.0,PA,,,LNCH,
e21149c7-b81,SCH3,b026b1c8,532,ceb034ea,2025-May-26 00:00:00,10.0,TH,,,PERM,S
e21149c7-b81,SCH3,584d6df9,533,ceb034ea,2025-Jun-24 00:00:00,10.0,BU,,,FIXD,E
e21149c7-b81,SCH3,8d2584c3,534,ceb034ea,2025-Jun-10 00:00:00,10.0,PP,,,PERM,
e21149c7-b81,SCH3,3d1e5070,535,ceb034ea,2025-May-24 00:00:00,10.0,DB,,,PERM,
e21149c7-b81,SCH3,10e82f7c,536,ceb034ea,2025-Jul-07 00:00:00,10.0,DM,,,FIXD,P
e351cb62-fa4,SCH8,b3a9caf4,537,ba21ee3c,2025-Jun-02 00:00:00,10.0,PA,,,FIXD,E
e351cb62-fa4,SCH8,1bf20de9,538,ba21ee3c,2025-Jun-17 00:00:00,10.0,VP,VA,,LNCH,K
e351cb62-fa4,SCH8,95bafb93,539,ba21ee3c,2025-Jun-18 00:00:00,10.0,SM,VP,,LNCH,S
e351cb62-fa4,SCH8,8fdbea45,540,ba21ee3c,2025-Jul-08 00:00:00,10.0,DM,,,FIXD,E
e351cb62-fa4,SCH8,b0125d7f,541,ba21ee3c,2025-May-31 00:00:00,10.0,DA,,,PERM,P
e351cb62-fa4,SCH8,c5db7ebb,542,ba21ee3c,2025-Jul-10 00:00:00,10.0,PP,,,FIXD,
e351cb62-fa4,SCH8,b6f9fbad,543,ba21ee3c,2025-Jul-06 00:00:00,10.0,VP,SM,,FIXD,
e351cb62-fa4,SCH8,2f0b7d81,544,ba21ee3c,2025-May-30 00:00:00,10.0,MT,,,FIXD,S
e8d14cb2-132,SCH3,e49d881c,545,78614f4e,2025-Jun-27 00:00:00,10.0,BU,DA,,FIXD,N
e8d14cb2-132,SCH3,f56526af,546,78614f4e,2025-May-18 00:00:00,10.0,DM,,VP,PERM,P
e8d14cb2-132,SCH3,c0258c10,547,78614f4e,2025-Jul-05 00:00:00,10.0,DA,,,FIXD,
e8d14cb2-132,SCH3,001621da,548,78614f4e,2025-May-27 00:00:00,10.0,PA,VP,,FIXD,S
e8d14cb2-132,SCH3,1564c25d,549,78614f4e,2025-May-10 00:00:00,10.0,SM,,,FIXD,E
e8d14cb2-132,SCH3,461b899f,550,78614f4e,2025-Jun-07 00:00:00,10.0,DB,,,FIXD,K
e8d14cb2-132,SCH3,9c4ac732,551,78614f4e,2025-Jun-21 00:00:00,10.0,PP,,,FIXD,N
e8d14cb2-132,SCH3,14ae01a5,552,78614f4e,2025-Apr-21 00:00:00,10.0,PP,,,LNCH,A
e8d14cb2-132,SCH3,cbc1d11b,553,78614f4e,2025-May-02 00:00:00,10.0,DM,,,FIXD,
e8d14cb2-132,SCH3,e34f2179,554,78614f4e,2025-Apr-21 00:00:00,10.0,RA,,,PERM,
e9b9eb38-7c0,SCH2,9dda59a5,555,60b17a97,2025-May-14 00:00:00,10.0,VA,RA,,PERM,
e9b9eb38-7c0,SCH2,446d10f8,556,60b17a97,2025-Jun-27 00:00:00,10.0,PP,,,PERM,
e9b9eb38-7c0,SCH2,4484bd43,557,60b17a97,2025-Jun-10 00:00:00,10.0,MT,,,FIXD,
e9b9eb38-7c0,SCH2,6530221d,558,60b17a97,2025-May-25 00:00:00,10.0,BU,,,FIXD,
ec57acbf-6ae,SCH6,9f191c57,559,95ffb89b,2025-May-17 00:00:00,10.0,MT,,,FIXD,
ec57acbf-6ae,SCH6,db0d6422,560,95ffb89b,2025-Jun-27 00:00:00,10.0,BU,,,PERM,S
ec57acbf-6ae,SCH6,ec28ce7e,561,95ffb89b,2025-Jun-16 00:00:00,10.0,RA,RA,,FIXD,
ec57acbf-6ae,SCH6,83cd42ca,562,95ffb89b,2025-Jun-28 00:00:00,10.0,DB,BU,,FIXD,
ec57acbf-6ae,SCH6,a61b8330,563,95ffb89b,2025-Jun-14 00:00:00,10.0,RA,,,FIXD,
ec57acbf-6ae,SCH6,b6fe9fe7,564,95ffb89b,2025-Apr-28 00:00:00,10.0,PA,TH,,PERM,
ec57acbf-6ae,SCH6,05a5e0a9,565,95ffb89b,2025-May-30 00:00:00,10.0,MT,,,PERM,A
ec57acbf-6ae,SCH6,9a057204,566,95ffb89b,2025-Jun-13 00:00:00,10.0,PP,,,FIXD,K
ec57acbf-6ae,SCH6,0c87ad7b,567,95ffb89b,2025-May-20 00:00:00,10.0,PA,,,PERM,
eca179ec-c6a,SCH8,d95d62e6,568,31754363,2025-Jul-13 00:00:00,10.0,PA,,,LNCH,E
eca179ec-c6a,SCH8,a3e6f501,569,31754363,2025-Jun-14 00:00:00,10.0,DA,,,LNCH,K
eca179ec-c6a,SCH8,40d06bf5,570,31754363,2025-May-25 00:00:00,10.0,DA,RA,,FIXD,
eca179ec-c6a,SCH8,d1dab32b,571,31754363,2025-Jun-30 00:00:00,10.0,VA,,,FIXD,A
eca179ec-c6a,SCH8,1bab2f35,572,31754363,2025-Jul-07 00:00:00,10.0,BU,BU,,PERM,K
eef36cf2-0f0,SCH6,250b471e,573,f6b33567,2025-Jun-07 00:00:00,10.0,VA,,,FIXD,
ef9ee8e5-06a,SCH6,b5c5fd32,574,48b58683,2025-Jun-01 00:00:00,10.0,DM,,,PERM,P
ef9ee8e5-06a,SCH6,4606ffab,575,48b58683,2025-Jun-30 00:00:00,10.0,VP,,,FIXD,S
ef9ee8e5-06a,SCH6,331ef90a,576,48b58683,2025-May-19 00:00:00,10.0,VP,,,FIXD,
ef9ee8e5-06a,SCH6,78087db4,577,48b58683,2025-May-14 00:00:00,10.0,BU,,,PERM,
ef9ee8e5-06a,SCH6,8f7da838,578,48b58683,2025-Jul-09 00:00:00,10.0,VP,,,PERM,E
ef9ee8e5-06a,SCH6,8493ac45,579,48b58683,2025-Jun-30 00:00:00,10.0,BU,,,FIXD,K
ef9ee8e5-06a,SCH5,303c1693,580,31970297,2025-Jun-09 00:00:00,10.0,MT,,,PERM,K
ef9ee8e5-06a,SCH5,f84be969,581,31970297,2025-Apr-22 00:00:00,10.0,MT,,,LNCH,
ef9ee8e5-06a,SCH5,b054e2a2,582,31970297,2025-Jun-01 00:00:00,10.0,MT,,,PERM,
f43ec8a0-1b0,SCH8,e50d6461,583,200a3f27,2025-Jul-09 00:00:00,10.0,VA,,,PERM,N
f43ec8a0-1b0,SCH8,ff3ae75e,584,200a3f27,2025-Jun-21 00:00:00,10.0,RA,,,FIXD,
f44eeacd-7c5,SCH1,d0daec19,585,21c3fbc1,2025-Jul-11 00:00:00,10.0,BU,,,FIXD,
f44eeacd-7c5,SCH1,8835cf5e,586,21c3fbc1,2025-Jul-02 00:00:00,10.0,DB,VP,,FIXD,
f44eeacd-7c5,SCH1,bd6eade3,587,21c3fbc1,2025-Jun-24 00:00:00,10.0,VP,,,FIXD,N
f44eeacd-7c5,SCH1,d44aadd5,588,21c3fbc1,2025-May-11 00:00:00,10.0,VP,,,PERM,
f535f86a-31c,SCH1,483eaab4,589,b5c08cdd,2025-Jun-28 00:00:00,10.0,BU,,,FIXD,E
f535f86a-31c,SCH1,ab388a84,590,b5c08cdd,2025-Apr-24 00:00:00,10.0,PA,,,FIXD,
f535f86a-31c,SCH1,b03470ef,591,b5c08cdd,2025-Jun-18 00:00:00,10.0,RA,,,PERM,N
f535f86a-31c,SCH1,b38af58b,592,b5c08cdd,2025-Jun-11 00:00:00,10.0,BU,PP,,FIXD,K
f6ed7aa0-609,SCH4,3e2ecc02,593,bb7510eb,2025-May-01 00:00:00,10.0,RA,,,PERM,
f6ed7aa0-609,SCH4,27096d9c,594,bb7510eb,2025-Jul-04 00:00:00,10.0,VP,MT,PA,FIXD,P
f6ed7aa0-609,SCH4,435b3284,595,bb7510eb,2025-Jun-09 00:00:00,10.0,RA,,,PERM,S
f6ed7aa0-609,SCH4,b9884de8,596,bb7510eb,2025-Jun-07 00:00:00,10.0,MT,MT,,FIXD,
f6ed7aa0-609,SCH4,8ec088e9,597,bb7510eb,2025-May-19 00:00:00,10.0,VA,,,FIXD,
f6ed7aa0-609,SCH4,f5223434,598,bb7510eb,2025-May-21 00:00:00,10.0,PA,BU,,FIXD,
f6ed7aa0-609,SCH4,adbcfa3a,599,bb7510eb,2025-Jun-04 00:00:00,10.0,MT,RA,,PERM,A
f6ed7aa0-609,SCH4,f6764a59,600,bb7510eb,2025-Jul-03 00:00:00,10.0,PA,,,PERM,A
f6ed7aa0-609,SCH4,8bd296d2,601,bb7510eb,2025-May-08 00:00:00,10.0,VA,,,FIXD,N
fbf9b905-9f6,SCH7,2fcd8ee2,602,ce26f43a,2025-Jul-14 00:00:00,10.0,DA,,,PERM,
fbf9b905-9f6,SCH7,a91f872b,603,ce26f43a,2025-Jun-19 00:00:00,10.0,PP,,,PERM,
fbf9b905-9f6,SCH7,c2119381,604,ce26f43a,2025-Jul-03 00:00:00,10.0,SM,,,LNCH,
fbf9b905-9f6,SCH7,6aeb7897,605,ce26f43a,2025-Jun-06 00:00:00,10.0,PP,,,LNCH,N
fbf9b905-9f6,SCH7,42b82370,606,ce26f43a,2025-May-13 00:00:00,10.0,PP,,,LNCH,S
fc352a5a-408,SCH1,15941243,607,5efe5c2d,2025-Jun-14 00:00:00,10.0,PA,,,LNCH,E
fc352a5a-408,SCH1,88188ec1,608,5efe5c2d,2025-Jun-26 00:00:00,10.0,MT,VP,,FIXD,
fc352a5a-408,SCH1,a2278778,609,5efe5c2d,2025-Jul-08 00:00:00,10.0,RA,,,PERM,N
fc352a5a-408,SCH1,9cdc70b3,610,5efe5c2d,2025-May-18 00:00:00,10.0,DA,RA,,FIXD,
fc352a5a-408,SCH1,a1ff3d0b,611,5efe5c2d,2025-Apr-20 00:00:00,10.0,MT,,,PERM,
fc352a5a-408,SCH1,f38837f3,612,5efe5c2d,2025-May-03 00:00:00,10.0,PA,MT,PA,PERM,
fc352a5a-408,SCH1,3cda0fa3,613,5efe5c2d,2025-Apr-27 00:00:00,10.0,PP,,,PERM,E
fc352a5a-408,SCH1,fdebe657,614,5efe5c2d,2025-May-27 00:00:00,10.0,VP,,,PERM,
fc352a5a-408,SCH1,b54d7b4c,615,5efe5c2d,2025-May-22 00:00:00,10.0,BU,,,PERM,
