pupilonrolltableid,NativeId,senneedstableid,senneedsorderseqcolumn,sourceid,sentyperank,sentype
611dff9b-508,SCH1,3a8fdc6f,6386,ad52b57e,1.0,2069c911
611dff9b-508,SCH1,cd845d2b,6390,ad52b57e,3.0,328e7369
611dff9b-508,SCH1,783ae82f,6388,ad52b57e,1.0,450798db
611dff9b-508,SCH1,f1d2c73b,6389,ad52b57e,4.0,7a33fbcb
611dff9b-508,SCH1,158f7036,6385,ad52b57e,5.0,86e7b35d
611dff9b-508,SCH1,807e02ac,6387,ad52b57e,6.0,99fd9669
611dff9b-508,SCH1,528a5c0f,6384,ad52b57e,3.0,d8298aa1
611dff9b-508,SCH1,63fd809f,6391,ad52b57e,6.0,da7ed4d2
61242318-e8c,SCH6,d4a28941,6392,b8765e31,2.0,cb61a20e
61399d0f-3d2,SCH4,ed978604,6393,f79434c7,2.0,104374ff
61399d0f-3d2,SCH4,0e3700c1,6397,f79434c7,5.0,2a602080
61399d0f-3d2,SCH4,96e4ec8e,6396,f79434c7,2.0,38caa25a
61399d0f-3d2,SCH4,fc295191,6394,f79434c7,1.0,8bcde413
61399d0f-3d2,SCH4,8426ec4f,6398,f79434c7,3.0,c0c16bd5
61399d0f-3d2,SCH4,20040a7c,6395,f79434c7,2.0,d49d3972
61474ced-1b4,SCH8,953815f0,6401,11a46798,3.0,5891abfd
61474ced-1b4,SCH8,d8de40bc,6403,11a46798,1.0,895c33a3
61474ced-1b4,SCH8,cc072ed6,6400,11a46798,2.0,8e2307cf
61474ced-1b4,SCH8,0199dd33,6399,11a46798,1.0,f6b34737
61474ced-1b4,SCH8,923632ef,6402,11a46798,2.0,fe61975f
6152eaf1-59b,SCH4,b3e244b2,6405,677d4900,3.0,12833136
6152eaf1-59b,SCH4,e8bced48,6409,677d4900,1.0,2bcc6e72
6152eaf1-59b,SCH4,ec4f0d1b,6410,677d4900,1.0,53bf3487
6152eaf1-59b,SCH4,6e04b711,6406,677d4900,4.0,64d00a3f
6152eaf1-59b,SCH4,389b00b0,6411,677d4900,1.0,6e6c7762
6152eaf1-59b,SCH4,1cb59f91,6404,677d4900,4.0,6f61b924
6152eaf1-59b,SCH4,ddc469ae,6412,677d4900,2.0,8a541b67
6152eaf1-59b,SCH4,6de9361c,6408,677d4900,2.0,8aeb4b3d
6152eaf1-59b,SCH4,ad818f7f,6407,677d4900,1.0,a1234185
61583fd9-e9e,SCH3,1990cd14,6415,a53abdfc,2.0,1f85effb
61583fd9-e9e,SCH3,e0bff566,6413,a53abdfc,1.0,3c3a5dee
61583fd9-e9e,SCH3,7b60e694,6414,a53abdfc,1.0,acce948e
6162c862-34b,SCH8,2950695b,6419,402907af,4.0,989faa51
6162c862-34b,SCH8,eac6353e,6416,402907af,2.0,a26ce3d8
6162c862-34b,SCH8,2b54b82c,6418,402907af,4.0,dc40a692
6162c862-34b,SCH8,c08ada0b,6417,402907af,2.0,fa9d5ec1
61e92ba5-cad,SCH7,e179b3be,6421,4a997f6d,1.0,032b7a2f
61e92ba5-cad,SCH7,5bb383c5,6420,4a997f6d,1.0,5d79dee2
61e92ba5-cad,SCH7,5756708e,6426,4a997f6d,1.0,60327dd3
61e92ba5-cad,SCH7,0ef52061,6424,4a997f6d,2.0,78bae72b
61e92ba5-cad,SCH7,e0c098bf,6422,4a997f6d,1.0,ad404ed3
61e92ba5-cad,SCH7,1990f5bd,6423,4a997f6d,1.0,ae62449f
61e92ba5-cad,SCH7,8b43cdc8,6425,4a997f6d,2.0,b7fd634a
61e92ba5-cad,SCH7,d5b9ed31,6428,4a997f6d,1.0,cd17ed09
61e92ba5-cad,SCH7,8e934e57,6429,4a997f6d,1.0,d6454590
61e92ba5-cad,SCH7,b463bc72,6427,4a997f6d,3.0,ea271b66
61f4c9f7-e5c,SCH2,870e2971,6431,1dddd036,1.0,93aea87c
61f4c9f7-e5c,SCH2,d1e87b98,6430,1dddd036,3.0,e3d2df79
620e64fe-1b2,SCH5,ce8ada13,6438,c5714ca2,4.0,23dfd458
620e64fe-1b2,SCH5,6a33fc11,6434,c5714ca2,2.0,28307eb1
620e64fe-1b2,SCH5,aa87f342,6432,c5714ca2,1.0,38889d93
620e64fe-1b2,SCH5,c5453443,6435,c5714ca2,2.0,63957a7e
620e64fe-1b2,SCH5,9e2a79b3,6437,c5714ca2,2.0,a659f3d4
620e64fe-1b2,SCH5,5caf3cad,6440,c5714ca2,3.0,b79a8b59
620e64fe-1b2,SCH5,ff066ab6,6436,c5714ca2,1.0,ca38ddb9
620e64fe-1b2,SCH5,4b692d9d,6433,c5714ca2,2.0,e4a3d73a
620e64fe-1b2,SCH5,954fa685,6439,c5714ca2,6.0,fc0d0472
621263a9-843,SCH7,47e5859d,6442,47d516d5,1.0,174303b3
621263a9-843,SCH7,391bf07e,6443,47d516d5,3.0,50cc05f0
621263a9-843,SCH7,885b97d8,6444,47d516d5,1.0,7f842c3b
621263a9-843,SCH7,32cf1327,6441,47d516d5,1.0,ecf8dc3f
6242eb10-86e,SCH3,be988c48,6446,b06a0c2e,1.0,21c6f865
6242eb10-86e,SCH3,20e143b6,6449,b06a0c2e,1.0,40030f7c
6242eb10-86e,SCH3,5e8b17b9,6445,b06a0c2e,2.0,69e4da6c
6242eb10-86e,SCH3,d680514b,6447,b06a0c2e,4.0,74c79105
6242eb10-86e,SCH3,39f6e67f,6450,b06a0c2e,3.0,7b1ffcd4
6242eb10-86e,SCH3,1deafdac,6451,b06a0c2e,5.0,9f84f998
6242eb10-86e,SCH3,d27b752b,6448,b06a0c2e,1.0,bf6bb5dd
624d9878-346,SCH1,73a1c4bd,6456,93b9fd57,5.0,114803cf
624d9878-346,SCH1,520b279b,6453,93b9fd57,5.0,1f6fca50
624d9878-346,SCH1,7c7c6522,6454,93b9fd57,1.0,3f9f3e07
624d9878-346,SCH1,1b4e168e,6452,93b9fd57,1.0,78b56c9e
624d9878-346,SCH1,d0718e67,6455,93b9fd57,2.0,c40666ba
626c7de0-8e5,SCH4,063f5ec1,6460,b6568a57,1.0,297a6130
626c7de0-8e5,SCH4,0f740abe,6458,b6568a57,7.0,8ceff065
626c7de0-8e5,SCH4,f01a8e5b,6459,b6568a57,3.0,966d3438
626c7de0-8e5,SCH4,7c8f8f22,6457,b6568a57,1.0,a6a81c54
626c7de0-8e5,SCH4,4cb48bce,6461,b6568a57,4.0,fc70ba88
62800d01-e94,SCH7,763be159,6467,ab0ff5ff,1.0,1514adc0
62800d01-e94,SCH7,f784f612,6469,ab0ff5ff,6.0,3c7883ad
62800d01-e94,SCH7,b9b6bc63,6463,ab0ff5ff,4.0,415b70ce
62800d01-e94,SCH7,14826a59,6468,ab0ff5ff,1.0,4d85590f
62800d01-e94,SCH7,359402ff,6466,ab0ff5ff,2.0,62c757ab
62800d01-e94,SCH7,f909d852,6464,ab0ff5ff,1.0,8d630143
62800d01-e94,SCH7,e1b34f81,6462,ab0ff5ff,4.0,ab915846
62800d01-e94,SCH7,f3ef8200,6470,ab0ff5ff,2.0,bfebcc7c
62800d01-e94,SCH7,ccec9e5b,6465,ab0ff5ff,1.0,f1bb7b34
6286f5d0-2aa,SCH8,f2eb321a,6473,5ff5ff29,3.0,0ca982fd
6286f5d0-2aa,SCH8,9e8532dc,6474,5ff5ff29,4.0,4341044d
6286f5d0-2aa,SCH8,c8c74e5a,6475,5ff5ff29,3.0,61e685a4
6286f5d0-2aa,SCH8,db74c389,6472,5ff5ff29,2.0,96d3d0ed
6286f5d0-2aa,SCH8,2226a2b3,6471,5ff5ff29,4.0,cb9b8cad
62885b10-cb5,SCH7,a08bf7bd,6479,e560ad21,1.0,01c3ec48
62885b10-cb5,SCH7,b112eebe,6477,e560ad21,1.0,8e1989b5
62885b10-cb5,SCH7,a124ed3d,6478,e560ad21,2.0,a2e11469
62885b10-cb5,SCH7,15829cc3,6476,e560ad21,6.0,dcafff59
628c8dd8-6d7,SCH1,1373417b,6480,1ab5efb8,1.0,25b2d71f
628c8dd8-6d7,SCH1,2238833d,6485,1ab5efb8,1.0,912f5e0f
628c8dd8-6d7,SCH1,ea304bc7,6484,1ab5efb8,2.0,96d25951
628c8dd8-6d7,SCH1,ab424580,6482,1ab5efb8,1.0,b4bedeb9
628c8dd8-6d7,SCH1,46157f12,6481,1ab5efb8,1.0,b9ccbc9f
628c8dd8-6d7,SCH1,7933f1ae,6483,1ab5efb8,2.0,d3a1c2d6
62aee246-92f,SCH1,d597da46,6486,c61f9b60,1.0,91096e52
62bb2137-3fb,SCH6,bff3669a,6488,ab4dfe90,2.0,69df282d
62bb2137-3fb,SCH6,5e9339a3,6487,ab4dfe90,2.0,7e173669
62bb2137-3fb,SCH6,80fd655c,6490,ab4dfe90,2.0,98895eb4
62bb2137-3fb,SCH6,05de7376,6491,ab4dfe90,2.0,db3aec3a
62bb2137-3fb,SCH6,2157edbd,6489,ab4dfe90,4.0,f8898be0
62f7b4f6-b19,SCH1,2ef395bc,6492,1e0cc8f6,1.0,27e8d7bf
62f7b4f6-b19,SCH1,c489e552,6493,1e0cc8f6,1.0,320c2a84
62f7b4f6-b19,SCH1,1929eead,6497,1e0cc8f6,3.0,5b2d6330
62f7b4f6-b19,SCH1,02a19f4c,6499,1e0cc8f6,8.0,6f4a038b
62f7b4f6-b19,SCH1,e33ef7c4,6495,1e0cc8f6,4.0,9d7ecac0
62f7b4f6-b19,SCH1,039733cb,6494,1e0cc8f6,3.0,9e46cd74
62f7b4f6-b19,SCH1,812dafa4,6496,1e0cc8f6,3.0,9e512cdd
62f7b4f6-b19,SCH1,4275b7d3,6498,1e0cc8f6,6.0,d3aef59b
63148e22-443,SCH2,142acb46,6502,626fead5,2.0,0ab80cd9
63148e22-443,SCH2,004987d5,6505,626fead5,6.0,20f7db15
63148e22-443,SCH2,90bc5ac9,6501,626fead5,3.0,29938a8c
63148e22-443,SCH2,6404d3d8,6503,626fead5,3.0,5b393d02
63148e22-443,SCH2,9963d890,6507,626fead5,5.0,66110a00
63148e22-443,SCH2,33afbeb2,6504,626fead5,2.0,6f8f8331
63148e22-443,SCH2,76dd1094,6506,626fead5,1.0,b720539f
63148e22-443,SCH2,33a98733,6500,626fead5,1.0,f6a98ccd
6317ecf4-414,SCH5,be318575,6511,37f0f1f0,3.0,5ad5d20a
6317ecf4-414,SCH5,ecd9001a,6509,37f0f1f0,2.0,5ff06ff2
6317ecf4-414,SCH5,3e5fe634,6510,37f0f1f0,1.0,d06e4c65
6317ecf4-414,SCH5,91bf95e0,6512,37f0f1f0,2.0,d305e2a1
6317ecf4-414,SCH5,7f0b4d56,6508,37f0f1f0,2.0,d87213bc
6328a7a4-5b6,SCH5,d827a9a9,6513,5614736d,2.0,4e076ce6
6328a7a4-5b6,SCH5,e8c1bea5,6516,5614736d,3.0,83a627c6
6328a7a4-5b6,SCH5,90219bd7,6515,5614736d,2.0,c77857a0
6328a7a4-5b6,SCH5,c68d07e7,6514,5614736d,6.0,cb9c3400
6328a7a4-5b6,SCH5,8a216a18,6517,5614736d,2.0,e9e14745
633ec10a-657,SCH3,0aff893c,6520,1da2ca87,3.0,09be872c
633ec10a-657,SCH3,554af6d1,6523,1da2ca87,1.0,308b76b6
633ec10a-657,SCH3,7b3bdd57,6518,1da2ca87,4.0,69ba47c2
633ec10a-657,SCH3,a6f2795b,6521,1da2ca87,1.0,86be1538
633ec10a-657,SCH3,feec81a4,6519,1da2ca87,4.0,a20ed506
633ec10a-657,SCH3,d6e89a80,6522,1da2ca87,1.0,d87e159c
633f2a15-989,SCH5,9b648c36,6524,633e652c,3.0,64b35ace
633f2a15-989,SCH5,3986f0f7,6527,633e652c,3.0,7fd1fd05
633f2a15-989,SCH5,d86e2679,6528,633e652c,1.0,99e65744
633f2a15-989,SCH5,51064619,6526,633e652c,1.0,aa2f8eb7
633f2a15-989,SCH5,e059d34a,6525,633e652c,1.0,fc8068a1
6341405b-a74,SCH6,6e3ecbe3,6534,61b6e2d8,1.0,21e6bd82
6341405b-a74,SCH6,18b69239,6531,61b6e2d8,4.0,522f234a
6341405b-a74,SCH6,41b17859,6532,61b6e2d8,2.0,631f13e0
6341405b-a74,SCH6,90ff8a8a,6533,61b6e2d8,1.0,6c61bd24
6341405b-a74,SCH6,9032f469,6535,61b6e2d8,4.0,a08083aa
6341405b-a74,SCH6,019a0753,6529,61b6e2d8,2.0,aea393b2
6341405b-a74,SCH6,f0536936,6536,61b6e2d8,3.0,f3412a2a
6341405b-a74,SCH6,860053d1,6537,61b6e2d8,3.0,fd29e866
6341405b-a74,SCH6,4d0a352b,6530,61b6e2d8,1.0,fdf7494c
634f19fa-685,SCH4,6fd83072,6538,97d14a45,1.0,46f6bf26
634f19fa-685,SCH4,724743ea,6539,97d14a45,3.0,8d4238df
635d289b-a95,SCH7,ba681dd2,6544,ec74158f,1.0,00fccdda
635d289b-a95,SCH7,0d00bc41,6548,ec74158f,4.0,19fe8575
635d289b-a95,SCH7,73581403,6541,ec74158f,3.0,35df0897
635d289b-a95,SCH7,ac70dcbc,6549,ec74158f,6.0,38e709fb
635d289b-a95,SCH7,a8ae6696,6547,ec74158f,3.0,50bda2d1
635d289b-a95,SCH7,ac8514dd,6545,ec74158f,2.0,6d5aabe1
635d289b-a95,SCH7,dffe5cf9,6546,ec74158f,1.0,74803222
635d289b-a95,SCH7,a4c7720d,6543,ec74158f,1.0,846e9b58
635d289b-a95,SCH7,1aaabbf0,6542,ec74158f,2.0,a5d04a87
635d289b-a95,SCH7,1463449a,6540,ec74158f,2.0,f10d37dd
6376a4c8-07f,SCH4,58593053,6551,bf19c056,3.0,45094906
6376a4c8-07f,SCH4,85d7abbe,6550,bf19c056,1.0,8c18ecd4
6376a4c8-07f,SCH4,70fbb933,6553,bf19c056,3.0,debe31b9
6376a4c8-07f,SCH4,25057f3b,6552,bf19c056,3.0,f90ad6aa
63a12115-97b,SCH2,ee45a409,6557,d1c536e9,4.0,2c432cd3
63a12115-97b,SCH2,350dfdda,6555,d1c536e9,3.0,6354945e
63a12115-97b,SCH2,490bd02c,6558,d1c536e9,7.0,79057819
63a12115-97b,SCH2,1d180a05,6559,d1c536e9,4.0,9dd0a937
63a12115-97b,SCH2,5c9a9128,6556,d1c536e9,2.0,c1ca4945
63a12115-97b,SCH2,6d5076b7,6554,d1c536e9,2.0,cb83802b
63b21b50-5b6,SCH8,993a7e79,6565,1469b769,4.0,059a7f95
63b21b50-5b6,SCH8,c8826e79,6562,1469b769,2.0,2370e801
63b21b50-5b6,SCH8,5a947168,6560,1469b769,1.0,9cb7bb81
63b21b50-5b6,SCH8,f913c45e,6564,1469b769,3.0,ba4888ab
63b21b50-5b6,SCH8,108e7147,6561,1469b769,1.0,d5cad109
63b21b50-5b6,SCH8,251a8aec,6563,1469b769,3.0,fefccd9e
63bbd01f-789,SCH6,b4c4f81a,6568,6ef18be0,3.0,060c8d82
63bbd01f-789,SCH6,e614edae,6566,6ef18be0,1.0,4ed22d46
63bbd01f-789,SCH6,34f5d339,6573,6ef18be0,1.0,82f7394a
63bbd01f-789,SCH6,d5fd703c,6569,6ef18be0,1.0,8d12758f
63bbd01f-789,SCH6,6c151d4e,6572,6ef18be0,2.0,97b03fe5
63bbd01f-789,SCH6,3b365ce0,6570,6ef18be0,2.0,c87bae3e
63bbd01f-789,SCH6,50cb1a85,6571,6ef18be0,1.0,f8ebc984
63bbd01f-789,SCH6,ac7e2231,6567,6ef18be0,7.0,fbfb5c9e
63efe7a5-15d,SCH6,b07fd2d9,6574,072fd926,2.0,f5550530
63f26d56-ab4,SCH2,4fbd7365,6577,789bcff7,3.0,23937189
63f26d56-ab4,SCH2,1a4572e8,6581,789bcff7,1.0,25b9d884
63f26d56-ab4,SCH2,49ec60ce,6575,789bcff7,2.0,37dc68f0
63f26d56-ab4,SCH2,243d7dc0,6582,789bcff7,2.0,438ed2b5
63f26d56-ab4,SCH2,32d02905,6578,789bcff7,1.0,7584fdac
63f26d56-ab4,SCH2,85725217,6583,789bcff7,2.0,7b058871
63f26d56-ab4,SCH2,81e72d7a,6576,789bcff7,2.0,90151aa3
63f26d56-ab4,SCH2,da746e90,6580,789bcff7,1.0,aaf7c785
63f26d56-ab4,SCH2,d09ef9d5,6584,789bcff7,1.0,be582894
63f26d56-ab4,SCH2,8ac55b9e,6579,789bcff7,3.0,c5ac9586
643c86f2-934,SCH8,4a2c9d90,6590,3dee6eac,1.0,051459d9
643c86f2-934,SCH8,4dfb7caa,6592,3dee6eac,1.0,120a7162
643c86f2-934,SCH8,cd531431,6587,3dee6eac,1.0,35d8fc61
643c86f2-934,SCH8,95186978,6585,3dee6eac,3.0,3ac9b081
643c86f2-934,SCH8,67019f73,6588,3dee6eac,1.0,44f0827b
643c86f2-934,SCH8,e80752cd,6589,3dee6eac,1.0,6447052a
643c86f2-934,SCH8,45101d3e,6593,3dee6eac,1.0,95c498b8
643c86f2-934,SCH8,b54a9d2f,6591,3dee6eac,1.0,9a76ee03
643c86f2-934,SCH8,7427b71c,6586,3dee6eac,2.0,d294b9e8
64594b22-0a9,SCH3,5c4afe44,6595,ed0bd6d4,1.0,b2380a3c
64594b22-0a9,SCH3,b67033c0,6594,ed0bd6d4,1.0,d95898e2
647625e5-f8d,SCH7,26775a97,6597,68656b39,3.0,307796f7
647625e5-f8d,SCH7,a322e8f2,6602,68656b39,3.0,60a6a822
647625e5-f8d,SCH7,59ce8a7a,6599,68656b39,3.0,60d7000f
647625e5-f8d,SCH7,18220388,6600,68656b39,1.0,66cb0b2c
647625e5-f8d,SCH7,17ac8862,6601,68656b39,2.0,7bfb0bcd
647625e5-f8d,SCH7,7256e2d3,6598,68656b39,1.0,89d5afd3
647625e5-f8d,SCH7,b11618a1,6603,68656b39,7.0,a1877ffb
647625e5-f8d,SCH7,4742bf31,6596,68656b39,4.0,f4392e96
648681fd-9fb,SCH3,e7ecf766,6604,536f515b,3.0,b011dc68
648681fd-9fb,SCH3,2e2e183c,6605,536f515b,1.0,d7c2d95a
64a2316a-384,SCH7,30779073,6607,62fc14ba,2.0,28add5a7
64a2316a-384,SCH7,9960f5bb,6613,62fc14ba,1.0,43fef7ba
64a2316a-384,SCH7,92d37c0e,6610,62fc14ba,1.0,4da4c130
64a2316a-384,SCH7,2e6827df,6612,62fc14ba,1.0,62823566
64a2316a-384,SCH7,e5618935,6609,62fc14ba,1.0,9f06835f
64a2316a-384,SCH7,dcb0246a,6606,62fc14ba,4.0,c1c38c6c
64a2316a-384,SCH7,35473513,6614,62fc14ba,3.0,decf329f
64a2316a-384,SCH7,1029c589,6608,62fc14ba,5.0,e6534ac4
64a2316a-384,SCH7,36092019,6611,62fc14ba,2.0,f2083320
64b17ad3-f50,SCH8,69904cfd,6616,d77e367b,5.0,769ec3af
64b17ad3-f50,SCH8,1c4e8910,6615,d77e367b,1.0,c3b14647
64b17ad3-f50,SCH8,8ff21033,6617,d77e367b,1.0,d9a9d23f
64c48de0-7e1,SCH6,8379cced,6618,f599530d,2.0,0931b892
64c48de0-7e1,SCH6,2e924fa0,6625,f599530d,3.0,16d254f3
64c48de0-7e1,SCH6,10cd2f56,6623,f599530d,1.0,1918a088
64c48de0-7e1,SCH6,3fd6065b,6621,f599530d,3.0,4bb2f604
64c48de0-7e1,SCH6,2fb7a0d5,6619,f599530d,3.0,705d1baa
64c48de0-7e1,SCH6,6e499f6e,6622,f599530d,2.0,7af26bcf
64c48de0-7e1,SCH6,dccb8f24,6627,f599530d,1.0,9533529c
64c48de0-7e1,SCH6,ac344154,6626,f599530d,5.0,b19ab603
64c48de0-7e1,SCH6,a5b11aff,6624,f599530d,1.0,c233caf5
64c48de0-7e1,SCH6,985fb7ff,6620,f599530d,1.0,d9ccd764
64caf413-cd6,SCH6,5bf0ffac,6635,4fc3f99c,1.0,2799deea
64caf413-cd6,SCH6,7b2d9567,6634,4fc3f99c,3.0,4143a7d0
64caf413-cd6,SCH6,76d69965,6633,4fc3f99c,1.0,65f57b8c
64caf413-cd6,SCH6,f4b1823d,6629,4fc3f99c,1.0,95272671
64caf413-cd6,SCH6,eafde704,6632,4fc3f99c,1.0,975c6529
64caf413-cd6,SCH6,a460bd49,6630,4fc3f99c,1.0,b3ee05c3
64caf413-cd6,SCH6,c2a2790b,6628,4fc3f99c,3.0,bbf90ec1
64caf413-cd6,SCH6,571c8f9f,6636,4fc3f99c,1.0,d2251bb3
64caf413-cd6,SCH6,22c93ea4,6631,4fc3f99c,3.0,e82c9d7d
64e24e02-165,SCH7,7bcc5c90,6640,c4a2a4f8,1.0,3afc71f2
64e24e02-165,SCH7,4a2eb1b1,6639,c4a2a4f8,1.0,75669e46
64e24e02-165,SCH7,dac525c5,6641,c4a2a4f8,1.0,821ee50b
64e24e02-165,SCH7,46edafbb,6638,c4a2a4f8,3.0,c9fa55be
64e24e02-165,SCH7,e5ecb802,6637,c4a2a4f8,3.0,e5f2912a
64f6f883-5ed,SCH3,5e9a667f,6647,9661e707,6.0,46cd7399
64f6f883-5ed,SCH3,8a018b25,6646,9661e707,5.0,50fab59c
64f6f883-5ed,SCH3,37e6ba35,6643,9661e707,2.0,78478bc5
64f6f883-5ed,SCH3,190b45c9,6642,9661e707,3.0,9f0cb116
64f6f883-5ed,SCH3,176827dd,6648,9661e707,1.0,c3d833b1
64f6f883-5ed,SCH3,99ec9560,6645,9661e707,4.0,ec14357e
64f6f883-5ed,SCH3,16954066,6644,9661e707,1.0,eebd9969
6515ab8e-0ff,SCH2,0cab8e08,6654,c23b1c6d,4.0,5d97f9e1
6515ab8e-0ff,SCH2,7b7898e2,6650,c23b1c6d,2.0,769655f3
6515ab8e-0ff,SCH2,e799a17f,6656,c23b1c6d,2.0,7b1afd87
6515ab8e-0ff,SCH2,fbfe01e2,6652,c23b1c6d,1.0,8f493f04
6515ab8e-0ff,SCH2,7b59b6a9,6651,c23b1c6d,1.0,c62427ba
6515ab8e-0ff,SCH2,57f6d291,6655,c23b1c6d,4.0,cf5b75d2
6515ab8e-0ff,SCH2,490ecf5b,6653,c23b1c6d,1.0,d9e4765b
6515ab8e-0ff,SCH2,7273ec83,6649,c23b1c6d,2.0,edf76736
65421483-e30,SCH2,4626a8c8,6658,84a0d0d7,3.0,278e25b3
65421483-e30,SCH2,14696d6a,6659,84a0d0d7,5.0,35dd14db
65421483-e30,SCH2,98953505,6657,84a0d0d7,2.0,de481882
65421483-e30,SCH2,06ca309b,6660,84a0d0d7,1.0,e9eb80d4
6555eb8b-7b8,SCH7,370ddf27,6661,04911f8e,3.0,4be8ff01
6555eb8b-7b8,SCH7,576eacea,6662,04911f8e,1.0,b6d41fa1
6557c464-9c7,SCH4,a9d5e9eb,6668,2abb2215,1.0,0455e1b1
6557c464-9c7,SCH4,4bea83bf,6666,2abb2215,1.0,3055e521
6557c464-9c7,SCH4,f289dbd1,6671,2abb2215,2.0,33402db0
6557c464-9c7,SCH4,d9adc4eb,6670,2abb2215,5.0,93d34b1d
6557c464-9c7,SCH4,be632544,6663,2abb2215,3.0,a4860e64
6557c464-9c7,SCH4,0b1724a5,6664,2abb2215,1.0,c4a58cf5
6557c464-9c7,SCH4,1a3bf942,6669,2abb2215,1.0,cafcf274
6557c464-9c7,SCH4,7b49b47b,6665,2abb2215,1.0,ee7e5088
6557c464-9c7,SCH4,0e79da3c,6667,2abb2215,3.0,fde53d29
6559214b-e38,SCH5,b620e55e,6673,b5ee9aec,3.0,43508a5f
6559214b-e38,SCH5,b11fd4c2,6674,b5ee9aec,1.0,6d9f6caf
6559214b-e38,SCH5,06c37fb8,6677,b5ee9aec,2.0,9d34bad1
6559214b-e38,SCH5,f011ed68,6676,b5ee9aec,1.0,bf26df64
6559214b-e38,SCH5,2166d362,6675,b5ee9aec,1.0,ed05bc69
6559214b-e38,SCH5,e251e8a6,6672,b5ee9aec,4.0,ff51a28f
656ed32b-9fb,SCH1,79fb3628,6679,ed04293f,2.0,26395360
656ed32b-9fb,SCH1,ec9f3d52,6678,ed04293f,2.0,8fae2ed7
6578d726-078,SCH8,c5731488,6681,e26aad4b,1.0,042cec30
6578d726-078,SCH8,296b752b,6680,e26aad4b,1.0,10874414
6578d726-078,SCH8,a3790b82,6688,e26aad4b,1.0,397c24fc
6578d726-078,SCH8,4c17990a,6684,e26aad4b,1.0,3f834c2e
6578d726-078,SCH8,a00f1a06,6686,e26aad4b,1.0,8cbc042c
6578d726-078,SCH8,05f8c395,6687,e26aad4b,4.0,c14d7221
6578d726-078,SCH8,4ca82301,6685,e26aad4b,2.0,cb3033bd
6578d726-078,SCH8,307ee08f,6682,e26aad4b,1.0,cc890a74
6578d726-078,SCH8,32ea6c08,6683,e26aad4b,2.0,e0b58c83
657f33a4-743,SCH5,bf4e5328,6690,f065e2eb,2.0,02797279
657f33a4-743,SCH5,7bbdee67,6691,f065e2eb,1.0,63559fb7
657f33a4-743,SCH5,b9f5e5ed,6689,f065e2eb,2.0,eab59dac
6599efbc-28c,SCH1,7e0174ba,6694,bb361915,1.0,29dd339a
6599efbc-28c,SCH1,d7d441ae,6695,bb361915,3.0,5537ce77
6599efbc-28c,SCH1,0b1f1abf,6696,bb361915,2.0,7a3531df
6599efbc-28c,SCH1,60606c9e,6693,bb361915,1.0,b1e109fd
6599efbc-28c,SCH1,35a3dc30,6697,bb361915,1.0,eb59cc67
6599efbc-28c,SCH1,6b2ad5e7,6692,bb361915,1.0,fbaf2094
65d18134-495,SCH3,e7c7f2c1,6702,aedc5ed6,1.0,1993c088
65d18134-495,SCH3,233d0da8,6701,aedc5ed6,4.0,1f6e8ec9
65d18134-495,SCH3,86191f2e,6698,aedc5ed6,5.0,2fea1488
65d18134-495,SCH3,d2c89d0b,6703,aedc5ed6,1.0,607ec29f
65d18134-495,SCH3,954d18ac,6699,aedc5ed6,2.0,67f4d799
65d18134-495,SCH3,5914aaac,6700,aedc5ed6,1.0,d92530ec
65db3adb-257,SCH8,69bf6e52,6705,df48eed6,3.0,63dacb6e
65db3adb-257,SCH8,d6c04674,6707,df48eed6,1.0,7632b05e
65db3adb-257,SCH8,379c478f,6706,df48eed6,1.0,9b3bed94
65db3adb-257,SCH8,f52f5e35,6704,df48eed6,1.0,c699153d
65f4d779-fef,SCH6,2b7ab3ec,6713,327c8457,3.0,16c921af
65f4d779-fef,SCH6,fe3be14e,6712,327c8457,1.0,1b6985fb
65f4d779-fef,SCH6,c39bcb1f,6710,327c8457,2.0,28582ed2
65f4d779-fef,SCH6,08fc7443,6709,327c8457,5.0,32b33688
65f4d779-fef,SCH6,eb57e316,6714,327c8457,3.0,37153794
65f4d779-fef,SCH6,8d70233f,6717,327c8457,1.0,4ead7062
65f4d779-fef,SCH6,7300beb1,6716,327c8457,7.0,507eb41d
65f4d779-fef,SCH6,3c18ddbd,6711,327c8457,6.0,5e18f3b0
65f4d779-fef,SCH6,86a1408a,6708,327c8457,1.0,ac1ef6ff
65f4d779-fef,SCH6,2f9ce0db,6715,327c8457,1.0,c9d2d333
66128e8c-514,SCH3,99315972,6726,d7f263fb,1.0,098f65bb
66128e8c-514,SCH3,5452547a,6720,d7f263fb,2.0,0c4a9de0
66128e8c-514,SCH3,4aa8a2d6,6718,d7f263fb,1.0,53a4e61d
66128e8c-514,SCH3,ae41c3d4,6719,d7f263fb,3.0,797fbcce
66128e8c-514,SCH3,e37bbd71,6721,d7f263fb,2.0,81b07de1
66128e8c-514,SCH3,05ec289b,6725,d7f263fb,8.0,828c2850
66128e8c-514,SCH3,0a4e140b,6723,d7f263fb,1.0,87942abd
66128e8c-514,SCH3,7444268c,6724,d7f263fb,2.0,9a557aad
66128e8c-514,SCH3,8115c527,6722,d7f263fb,3.0,bcbbc582
66280299-ebe,SCH5,3194df81,6734,744e5a33,4.0,12978095
66280299-ebe,SCH5,e3f72721,6728,744e5a33,6.0,204d4931
