pupilonrolltableid,NativeId,fsmperiodsonrolltableid,fsmperiodsonrollorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
67cf87fc-54b,SCH7,d57d1f5e,10532,f65c73f6,2024-Oct-22 00:00:00,2024-Sep-08 00:00:00,ENG
67d5312a-014,SCH2,38b65f49,10533,8fa607c9,2024-Dec-15 00:00:00,,
67d5312a-014,SCH2,d29fc81a,10534,8fa607c9,2024-Nov-14 00:00:00,,ENG
67d5312a-014,SCH2,d2c2c7fe,10535,8fa607c9,2024-Nov-13 00:00:00,2024-Oct-15 00:00:00,ENG
67d5312a-014,SCH2,af0fecfd,10536,8fa607c9,2024-Oct-24 00:00:00,,WLS
67d5312a-014,SCH2,23576860,10537,8fa607c9,2024-Oct-07 00:00:00,2024-Dec-07 00:00:00,WLS
67d5312a-014,SCH2,edcf44c8,10538,8fa607c9,2024-Oct-14 00:00:00,2024-Sep-08 00:00:00,ENG
67d5312a-014,SCH2,baffa9c9,10539,8fa607c9,2024-Sep-21 00:00:00,2024-Dec-11 00:00:00,ENG
67d5312a-014,SCH2,a6ff80f6,10540,8fa607c9,2024-Oct-24 00:00:00,2024-Oct-31 00:00:00,SCT
67d5312a-014,SCH2,9a8289ec,10541,8fa607c9,2024-Nov-03 00:00:00,,ENG
67e16869-b0d,SCH1,2a5979e4,10542,fa4705e0,2024-Oct-25 00:00:00,,SCT
67e16869-b0d,SCH1,d4240763,10543,fa4705e0,2024-Oct-27 00:00:00,2024-Sep-25 00:00:00,
67e16869-b0d,SCH1,163b4f91,10544,fa4705e0,2024-Sep-26 00:00:00,,ENG
67e16869-b0d,SCH1,0eaafa5d,10545,fa4705e0,2024-Oct-24 00:00:00,2024-Sep-30 00:00:00,ENG
67e16869-b0d,SCH1,b95ac648,10546,fa4705e0,2024-Sep-17 00:00:00,,WLS
67e47acf-23d,SCH1,e9e94e2f,10547,14160b36,2024-Nov-04 00:00:00,2024-Dec-09 00:00:00,
67e47acf-23d,SCH1,7b008d7a,10548,14160b36,2024-Sep-10 00:00:00,2024-Sep-09 00:00:00,ENG
67e47acf-23d,SCH1,3874ec9f,10549,14160b36,2024-Oct-18 00:00:00,2024-Sep-01 00:00:00,ENG
67e47acf-23d,SCH1,33618c95,10550,14160b36,2024-Oct-05 00:00:00,2024-Oct-25 00:00:00,WLS
67e47acf-23d,SCH1,e2bcc8a6,10551,14160b36,2024-Dec-05 00:00:00,2024-Oct-09 00:00:00,SCT
67e47acf-23d,SCH1,e46b10f2,10552,14160b36,2024-Dec-05 00:00:00,,SCT
67e47acf-23d,SCH1,316758ea,10553,14160b36,2024-Dec-05 00:00:00,,ENG
67fbe7cc-09c,SCH8,f326664f,10554,5c75454d,2024-Nov-07 00:00:00,2024-Oct-02 00:00:00,SCT
67fbe7cc-09c,SCH8,fb4ed96c,10555,5c75454d,2024-Dec-07 00:00:00,,ENG
67fbe7cc-09c,SCH8,e1f56c31,10556,5c75454d,2024-Oct-29 00:00:00,2024-Nov-17 00:00:00,ENG
6817bd36-93e,SCH4,e79bf362,10557,e5ab095f,2024-Nov-27 00:00:00,2024-Nov-26 00:00:00,ENG
6817bd36-93e,SCH4,5dd0ac74,10558,e5ab095f,2024-Dec-07 00:00:00,,SCT
6817bd36-93e,SCH4,42993e31,10559,e5ab095f,2024-Sep-15 00:00:00,2024-Nov-15 00:00:00,SCT
6817bd36-93e,SCH4,185378fd,10560,e5ab095f,2024-Sep-22 00:00:00,2024-Sep-24 00:00:00,ENG
6817bd36-93e,SCH4,2b6406ee,10561,e5ab095f,2024-Oct-09 00:00:00,,SCT
6817bd36-93e,SCH4,f4d18b4c,10562,e5ab095f,2024-Dec-19 00:00:00,2024-Dec-13 00:00:00,ENG
6822cb49-bfd,SCH1,f4779ae9,10563,2b320e00,2024-Dec-07 00:00:00,2024-Nov-12 00:00:00,
6822cb49-bfd,SCH1,f366caf9,10564,2b320e00,2024-Sep-09 00:00:00,,
682c174b-0e9,SCH1,97ba1156,10565,11552667,2024-Sep-04 00:00:00,,ENG
682c174b-0e9,SCH1,047ca771,10566,11552667,2024-Nov-22 00:00:00,2024-Sep-17 00:00:00,ENG
682ddceb-efa,SCH6,0c5fb30c,10567,32d40e65,2024-Nov-13 00:00:00,2024-Oct-30 00:00:00,ENG
682ddceb-efa,SCH6,9db871d2,10568,32d40e65,2024-Oct-04 00:00:00,,ENG
682ddceb-efa,SCH6,405f731c,10569,32d40e65,2024-Nov-02 00:00:00,2024-Oct-30 00:00:00,ENG
682ddceb-efa,SCH6,bcea8688,10570,32d40e65,2024-Nov-23 00:00:00,2024-Dec-05 00:00:00,
682ddceb-efa,SCH6,4b0a3169,10571,32d40e65,2024-Dec-17 00:00:00,2024-Oct-24 00:00:00,ENG
682ddceb-efa,SCH6,06af4543,10572,32d40e65,2024-Dec-05 00:00:00,,ENG
682ddceb-efa,SCH6,79024beb,10573,32d40e65,2024-Sep-23 00:00:00,2024-Sep-28 00:00:00,SCT
682ddceb-efa,SCH6,581ee51e,10574,32d40e65,2024-Oct-22 00:00:00,,ENG
682ddceb-efa,SCH6,6f6849a0,10575,32d40e65,2024-Nov-12 00:00:00,2024-Oct-17 00:00:00,ENG
682ddceb-efa,SCH6,58e3f135,10576,32d40e65,2024-Sep-11 00:00:00,2024-Sep-22 00:00:00,SCT
682eb2da-ac3,SCH5,c50eb36e,10577,ffed8492,2024-Nov-23 00:00:00,,ENG
682eb2da-ac3,SCH5,d0af4f29,10578,ffed8492,2024-Oct-16 00:00:00,,ENG
682eb2da-ac3,SCH5,87f405ef,10579,ffed8492,2024-Nov-15 00:00:00,2024-Nov-02 00:00:00,SCT
682eb2da-ac3,SCH5,0ae29586,10580,ffed8492,2024-Sep-12 00:00:00,,ENG
682eb2da-ac3,SCH5,050cc064,10581,ffed8492,2024-Dec-14 00:00:00,,ENG
683b4474-45b,SCH8,77406952,10582,acba5872,2024-Sep-29 00:00:00,2024-Nov-08 00:00:00,ENG
683b4474-45b,SCH8,9753e35c,10583,acba5872,2024-Sep-27 00:00:00,,ENG
683b4474-45b,SCH8,c63382d4,10584,acba5872,2024-Oct-17 00:00:00,2024-Sep-29 00:00:00,ENG
683b4474-45b,SCH8,344ec5ac,10585,acba5872,2024-Sep-26 00:00:00,,NIR
684eae10-c23,SCH2,37ef63d3,10586,0986a73c,2024-Sep-30 00:00:00,2024-Oct-25 00:00:00,ENG
684eae10-c23,SCH2,c8cc1028,10587,0986a73c,2024-Nov-14 00:00:00,,ENG
684eae10-c23,SCH2,1b97deab,10588,0986a73c,2024-Sep-17 00:00:00,,SCT
684eae10-c23,SCH2,cf51d1e2,10589,0986a73c,2024-Dec-10 00:00:00,,ENG
684eae10-c23,SCH2,fa4d58a1,10590,0986a73c,2024-Sep-10 00:00:00,2024-Nov-29 00:00:00,SCT
684eae10-c23,SCH2,50f3b93c,10591,0986a73c,2024-Sep-20 00:00:00,,ENG
684eae10-c23,SCH2,0ef281c5,10592,0986a73c,2024-Oct-08 00:00:00,2024-Sep-15 00:00:00,ENG
684f5724-cd5,SCH2,580f25d3,10593,9aed390e,2024-Dec-09 00:00:00,,ENG
685dfbbb-5da,SCH5,8e416d85,10594,5f757265,2024-Oct-15 00:00:00,,
685dfbbb-5da,SCH5,a04df87a,10595,5f757265,2024-Oct-25 00:00:00,,SCT
685dfbbb-5da,SCH5,48c8dc1b,10596,5f757265,2024-Sep-14 00:00:00,,SCT
685dfbbb-5da,SCH5,b6266c9a,10597,5f757265,2024-Sep-20 00:00:00,2024-Nov-09 00:00:00,WLS
685dfbbb-5da,SCH5,b0a5c98d,10598,5f757265,2024-Sep-12 00:00:00,2024-Nov-01 00:00:00,ENG
6874b906-985,SCH6,e9b6fd71,10599,5ca2d9e0,2024-Nov-18 00:00:00,2024-Sep-07 00:00:00,ENG
6876a34a-977,SCH5,bf6b2e83,10600,e6fb9bd9,2024-Sep-04 00:00:00,2024-Sep-26 00:00:00,ENG
6876a34a-977,SCH5,c9dd06cf,10601,e6fb9bd9,2024-Sep-07 00:00:00,2024-Oct-19 00:00:00,WLS
6876a34a-977,SCH5,61359d3c,10602,e6fb9bd9,2024-Nov-15 00:00:00,,ENG
6876a34a-977,SCH5,c0b9bc7e,10603,e6fb9bd9,2024-Nov-07 00:00:00,2024-Sep-29 00:00:00,ENG
6876a34a-977,SCH5,10c692ed,10604,e6fb9bd9,2024-Dec-12 00:00:00,,SCT
6876a34a-977,SCH5,8ea72f4c,10605,e6fb9bd9,2024-Nov-01 00:00:00,,SCT
6876a34a-977,SCH5,869bbf53,10606,e6fb9bd9,2024-Sep-06 00:00:00,2024-Oct-31 00:00:00,ENG
6876a34a-977,SCH5,669cf944,10607,e6fb9bd9,2024-Sep-01 00:00:00,,NIR
6876a34a-977,SCH5,304d66a4,10608,e6fb9bd9,2024-Oct-01 00:00:00,2024-Sep-29 00:00:00,ENG
68a1b245-80c,SCH7,1a12a879,10609,161deec2,2024-Oct-18 00:00:00,2024-Dec-01 00:00:00,WLS
68a1b245-80c,SCH7,988389cb,10610,161deec2,2024-Oct-21 00:00:00,2024-Sep-02 00:00:00,ENG
68a1b245-80c,SCH7,eac08003,10611,161deec2,2024-Nov-15 00:00:00,,SCT
68a1b245-80c,SCH7,e387d665,10612,161deec2,2024-Oct-25 00:00:00,,
68a1b245-80c,SCH7,6b483669,10613,161deec2,2024-Nov-05 00:00:00,2024-Nov-18 00:00:00,ENG
68a56f05-068,SCH3,07a59bfb,10614,091bb30c,2024-Dec-04 00:00:00,,
68a56f05-068,SCH3,42e0095c,10615,091bb30c,2024-Nov-23 00:00:00,2024-Dec-03 00:00:00,ENG
68a56f05-068,SCH3,294ab6ab,10616,091bb30c,2024-Nov-16 00:00:00,,ENG
68a56f05-068,SCH3,04f966d3,10617,091bb30c,2024-Oct-24 00:00:00,,WLS
68a56f05-068,SCH3,e2e99e51,10618,091bb30c,2024-Nov-25 00:00:00,,WLS
68a56f05-068,SCH3,beaf453d,10619,091bb30c,2024-Sep-01 00:00:00,2024-Nov-24 00:00:00,NIR
68a56f05-068,SCH3,a85ae2c9,10620,091bb30c,2024-Oct-22 00:00:00,2024-Dec-17 00:00:00,WLS
68adf824-631,SCH6,b2dee61f,10621,fd5557b3,2024-Oct-18 00:00:00,,ENG
68adf824-631,SCH6,7cc9398e,10622,fd5557b3,2024-Sep-21 00:00:00,,SCT
68adf824-631,SCH6,627a7c76,10623,fd5557b3,2024-Sep-20 00:00:00,,ENG
68adf824-631,SCH6,9b0485cd,10624,fd5557b3,2024-Oct-04 00:00:00,2024-Nov-08 00:00:00,NIR
68adf824-631,SCH6,3643bda9,10625,fd5557b3,2024-Oct-18 00:00:00,,NIR
68adf824-631,SCH6,2af1e43a,10626,fd5557b3,2024-Oct-17 00:00:00,,WLS
68adf824-631,SCH6,d0390323,10627,fd5557b3,2024-Oct-16 00:00:00,2024-Nov-13 00:00:00,SCT
68adf824-631,SCH6,bc062cab,10628,fd5557b3,2024-Nov-28 00:00:00,,ENG
68adf824-631,SCH6,61509cf7,10629,fd5557b3,2024-Nov-10 00:00:00,,WLS
68bcac6f-852,SCH4,12a9ce35,10630,1e7c279e,2024-Oct-12 00:00:00,,ENG
68bcac6f-852,SCH4,be664016,10631,1e7c279e,2024-Dec-16 00:00:00,2024-Dec-16 00:00:00,NIR
68bcac6f-852,SCH4,9cb039ee,10632,1e7c279e,2024-Sep-27 00:00:00,,ENG
68bcac6f-852,SCH4,89616264,10633,1e7c279e,2024-Oct-15 00:00:00,,SCT
68dd6fe1-360,SCH1,a7fa41dc,10634,edfe8d56,2024-Dec-03 00:00:00,2024-Oct-15 00:00:00,ENG
68dd6fe1-360,SCH1,bfa13ab8,10635,edfe8d56,2024-Dec-12 00:00:00,2024-Dec-14 00:00:00,ENG
68e21903-a27,SCH8,158f0b0a,10636,cb8e29bf,2024-Nov-23 00:00:00,2024-Nov-02 00:00:00,ENG
68e21903-a27,SCH8,c4ea03d7,10637,cb8e29bf,2024-Dec-03 00:00:00,2024-Oct-31 00:00:00,SCT
68eb7075-180,SCH3,18a0ddaf,10638,2542adac,2024-Sep-05 00:00:00,,ENG
68eb7075-180,SCH3,4cb139ba,10639,2542adac,2024-Nov-15 00:00:00,2024-Dec-19 00:00:00,SCT
68eb7075-180,SCH3,036df91b,10640,2542adac,2024-Dec-14 00:00:00,2024-Dec-17 00:00:00,ENG
68eb7075-180,SCH3,5e174d25,10641,2542adac,2024-Oct-17 00:00:00,,ENG
68eb7075-180,SCH3,27c702bd,10642,2542adac,2024-Dec-04 00:00:00,2024-Oct-25 00:00:00,ENG
68eb7075-180,SCH3,c302f4a0,10643,2542adac,2024-Sep-18 00:00:00,,ENG
68fbbcae-006,SCH3,d076a669,10644,2aa37498,2024-Oct-15 00:00:00,2024-Sep-28 00:00:00,WLS
68fbbcae-006,SCH3,92bb8813,10645,2aa37498,2024-Sep-12 00:00:00,2024-Oct-27 00:00:00,SCT
690cca1a-28d,SCH5,937884c1,10646,4cdaa28f,2024-Dec-07 00:00:00,,ENG
690cca1a-28d,SCH5,3ef0fb3b,10647,4cdaa28f,2024-Oct-16 00:00:00,2024-Nov-27 00:00:00,ENG
690cca1a-28d,SCH5,e6756794,10648,4cdaa28f,2024-Nov-19 00:00:00,2024-Oct-07 00:00:00,ENG
690cca1a-28d,SCH5,970d9d3c,10649,4cdaa28f,2024-Oct-28 00:00:00,2024-Dec-04 00:00:00,SCT
690cca1a-28d,SCH5,7cde5af1,10650,4cdaa28f,2024-Nov-17 00:00:00,2024-Oct-04 00:00:00,
690cca1a-28d,SCH5,67f4973c,10651,4cdaa28f,2024-Nov-23 00:00:00,,ENG
690cca1a-28d,SCH5,be243855,10652,4cdaa28f,2024-Oct-16 00:00:00,,ENG
690cca1a-28d,SCH5,b3ecf282,10653,4cdaa28f,2024-Oct-28 00:00:00,2024-Dec-04 00:00:00,SCT
690cca1a-28d,SCH5,d58714a8,10654,4cdaa28f,2024-Nov-26 00:00:00,,ENG
690cd6d5-8cb,SCH3,ea1cd350,10655,60acaa9b,2024-Sep-16 00:00:00,2024-Nov-05 00:00:00,ENG
690cd6d5-8cb,SCH3,54943752,10656,60acaa9b,2024-Oct-14 00:00:00,,SCT
690cd6d5-8cb,SCH3,2cadad78,10657,60acaa9b,2024-Nov-11 00:00:00,2024-Sep-23 00:00:00,ENG
690cd6d5-8cb,SCH3,b15d76a7,10658,60acaa9b,2024-Sep-24 00:00:00,,ENG
690cd6d5-8cb,SCH3,e8867256,10659,60acaa9b,2024-Sep-23 00:00:00,2024-Nov-02 00:00:00,ENG
690cd6d5-8cb,SCH3,219f1631,10660,60acaa9b,2024-Dec-19 00:00:00,,ENG
690cd6d5-8cb,SCH3,2215663b,10661,60acaa9b,2024-Sep-13 00:00:00,,
690cd6d5-8cb,SCH3,ef1cad73,10662,60acaa9b,2024-Nov-03 00:00:00,2024-Nov-03 00:00:00,WLS
690cd6d5-8cb,SCH3,6413b836,10663,60acaa9b,2024-Oct-01 00:00:00,2024-Oct-18 00:00:00,ENG
690ec479-3c0,SCH5,57140059,10664,fa9f69b8,2024-Sep-13 00:00:00,,ENG
690ec479-3c0,SCH5,eae7e506,10665,fa9f69b8,2024-Oct-10 00:00:00,2024-Sep-15 00:00:00,SCT
690ec479-3c0,SCH5,7aabf7c8,10666,fa9f69b8,2024-Dec-11 00:00:00,2024-Dec-15 00:00:00,ENG
690ec479-3c0,SCH5,3221f8be,10667,fa9f69b8,2024-Sep-13 00:00:00,,ENG
690ec479-3c0,SCH5,2b04165e,10668,fa9f69b8,2024-Oct-16 00:00:00,,ENG
690ec479-3c0,SCH5,282d3719,10669,fa9f69b8,2024-Sep-17 00:00:00,2024-Nov-24 00:00:00,
690ec479-3c0,SCH5,f2c60110,10670,fa9f69b8,2024-Oct-09 00:00:00,,NIR
690ec479-3c0,SCH5,cdd4bf86,10671,fa9f69b8,2024-Oct-22 00:00:00,,NIR
691c3441-359,SCH3,8f0cc114,10672,dd558f7d,2024-Nov-02 00:00:00,2024-Oct-22 00:00:00,SCT
691c3441-359,SCH3,93d760e4,10673,dd558f7d,2024-Sep-26 00:00:00,2024-Oct-22 00:00:00,
692aa8a4-bb1,SCH7,0567c2a1,10674,6383d3e0,2024-Oct-31 00:00:00,2024-Nov-22 00:00:00,ENG
692aa8a4-bb1,SCH7,215d2f4a,10675,6383d3e0,2024-Dec-01 00:00:00,2024-Oct-20 00:00:00,
69568adf-e50,SCH1,45d6744b,10676,6ffbc4bf,2024-Oct-03 00:00:00,,WLS
69568adf-e50,SCH1,d4afd596,10677,6ffbc4bf,2024-Oct-14 00:00:00,,SCT
69568adf-e50,SCH1,f552811c,10678,6ffbc4bf,2024-Sep-26 00:00:00,2024-Nov-15 00:00:00,ENG
69568adf-e50,SCH1,a54f25b0,10679,6ffbc4bf,2024-Sep-04 00:00:00,,ENG
69568adf-e50,SCH1,f437da6c,10680,6ffbc4bf,2024-Nov-08 00:00:00,2024-Dec-17 00:00:00,ENG
69568adf-e50,SCH1,f1eab844,10681,6ffbc4bf,2024-Sep-09 00:00:00,2024-Nov-23 00:00:00,ENG
69609092-927,SCH3,ad477674,10682,d95e032a,2024-Oct-04 00:00:00,,ENG
69609092-927,SCH3,5946b037,10683,d95e032a,2024-Oct-30 00:00:00,,SCT
69609092-927,SCH3,78596ada,10684,d95e032a,2024-Dec-13 00:00:00,,ENG
69609092-927,SCH3,c6377bc2,10685,d95e032a,2024-Sep-27 00:00:00,2024-Sep-23 00:00:00,ENG
69609092-927,SCH3,4718e729,10686,d95e032a,2024-Dec-19 00:00:00,,
69609092-927,SCH3,27cd3af3,10687,d95e032a,2024-Sep-28 00:00:00,,ENG
69609092-927,SCH3,2efde851,10688,d95e032a,2024-Oct-15 00:00:00,2024-Nov-07 00:00:00,ENG
69609092-927,SCH3,0c8baa12,10689,d95e032a,2024-Nov-23 00:00:00,2024-Sep-10 00:00:00,ENG
6963025a-7bc,SCH7,18c373dc,10690,977c5aed,2024-Sep-23 00:00:00,,ENG
6963025a-7bc,SCH7,7510d769,10691,977c5aed,2024-Dec-15 00:00:00,,SCT
6963025a-7bc,SCH7,52aca808,10692,977c5aed,2024-Nov-09 00:00:00,2024-Oct-29 00:00:00,SCT
6963025a-7bc,SCH7,0187f2e2,10693,977c5aed,2024-Sep-27 00:00:00,2024-Oct-05 00:00:00,ENG
6963025a-7bc,SCH7,155ff712,10694,977c5aed,2024-Dec-03 00:00:00,,ENG
6963025a-7bc,SCH7,3394e9f7,10695,977c5aed,2024-Oct-20 00:00:00,2024-Sep-01 00:00:00,SCT
6963025a-7bc,SCH7,7966425c,10696,977c5aed,2024-Oct-02 00:00:00,2024-Sep-08 00:00:00,ENG
6963025a-7bc,SCH7,04d46f0b,10697,977c5aed,2024-Oct-04 00:00:00,2024-Nov-22 00:00:00,ENG
6964288a-10b,SCH2,7211a6d4,10698,73e1c368,2024-Dec-19 00:00:00,,WLS
6964288a-10b,SCH2,7ab496e3,10699,73e1c368,2024-Dec-02 00:00:00,2024-Nov-12 00:00:00,SCT
696b0536-6b8,SCH2,a7105fe9,10700,954e84b7,2024-Oct-22 00:00:00,,ENG
696b0536-6b8,SCH2,7e91dbe9,10701,954e84b7,2024-Oct-29 00:00:00,,ENG
696b0536-6b8,SCH2,57659431,10702,954e84b7,2024-Dec-10 00:00:00,2024-Nov-23 00:00:00,ENG
696b0536-6b8,SCH2,d5b76c81,10703,954e84b7,2024-Nov-29 00:00:00,2024-Nov-21 00:00:00,ENG
696b0536-6b8,SCH2,15e8b35a,10704,954e84b7,2024-Sep-18 00:00:00,,ENG
696b0536-6b8,SCH2,174bc5af,10705,954e84b7,2024-Oct-16 00:00:00,2024-Nov-30 00:00:00,ENG
696b0536-6b8,SCH2,301e5883,10706,954e84b7,2024-Dec-05 00:00:00,,WLS
696b0536-6b8,SCH2,0fe6a44a,10707,954e84b7,2024-Oct-10 00:00:00,,ENG
696b6f7d-7f8,SCH4,2adbd9e4,10708,69de9ed6,2024-Nov-21 00:00:00,2024-Dec-05 00:00:00,SCT
696b6f7d-7f8,SCH4,639f97a6,10709,69de9ed6,2024-Nov-27 00:00:00,2024-Sep-08 00:00:00,ENG
696b6f7d-7f8,SCH4,887e5168,10710,69de9ed6,2024-Dec-06 00:00:00,2024-Oct-28 00:00:00,SCT
696b6f7d-7f8,SCH4,ce4ccf58,10711,69de9ed6,2024-Oct-10 00:00:00,2024-Nov-02 00:00:00,ENG
696b6f7d-7f8,SCH4,6b199d06,10712,69de9ed6,2024-Sep-18 00:00:00,2024-Sep-04 00:00:00,ENG
696b6f7d-7f8,SCH4,a405782f,10713,69de9ed6,2024-Dec-12 00:00:00,,NIR
696b6f7d-7f8,SCH4,bb824a04,10714,69de9ed6,2024-Oct-11 00:00:00,2024-Sep-25 00:00:00,
696b6f7d-7f8,SCH4,8ece7875,10715,69de9ed6,2024-Sep-21 00:00:00,,ENG
696b6f7d-7f8,SCH4,4ed5d822,10716,69de9ed6,2024-Sep-10 00:00:00,,WLS
696fcb67-674,SCH8,2935b376,10717,bd3ba9a2,2024-Sep-23 00:00:00,2024-Nov-30 00:00:00,ENG
696fcb67-674,SCH8,0471274e,10718,bd3ba9a2,2024-Nov-20 00:00:00,2024-Nov-30 00:00:00,
696fcb67-674,SCH8,92d960a0,10719,bd3ba9a2,2024-Nov-28 00:00:00,,ENG
696fcb67-674,SCH8,6d8dedf4,10720,bd3ba9a2,2024-Oct-03 00:00:00,,SCT
696fcb67-674,SCH8,37073cc3,10721,bd3ba9a2,2024-Nov-08 00:00:00,2024-Dec-06 00:00:00,NIR
696fcb67-674,SCH8,94414e93,10722,bd3ba9a2,2024-Dec-13 00:00:00,,SCT
697b980b-72d,SCH6,0d518208,10723,c15f4fd4,2024-Oct-24 00:00:00,2024-Oct-05 00:00:00,ENG
697b980b-72d,SCH6,4d8a61b9,10724,c15f4fd4,2024-Oct-17 00:00:00,2024-Oct-04 00:00:00,SCT
697b980b-72d,SCH6,c06d9ef8,10725,c15f4fd4,2024-Oct-29 00:00:00,,SCT
697b980b-72d,SCH6,410f9cab,10726,c15f4fd4,2024-Dec-08 00:00:00,,SCT
697b980b-72d,SCH6,2798bd9e,10727,c15f4fd4,2024-Sep-09 00:00:00,2024-Nov-30 00:00:00,ENG
697b980b-72d,SCH6,eab8c52f,10728,c15f4fd4,2024-Nov-18 00:00:00,,NIR
697b980b-72d,SCH6,827995aa,10729,c15f4fd4,2024-Dec-06 00:00:00,,ENG
697b980b-72d,SCH6,27b0f8bf,10730,c15f4fd4,2024-Oct-15 00:00:00,,ENG
697b980b-72d,SCH6,a8053391,10731,c15f4fd4,2024-Oct-08 00:00:00,2024-Nov-13 00:00:00,ENG
697b980b-72d,SCH6,1d7a8fa1,10732,c15f4fd4,2024-Nov-06 00:00:00,,NIR
697c3a4e-754,SCH7,1413af62,10733,f8dcfb6f,2024-Oct-02 00:00:00,,ENG
697c3a4e-754,SCH7,ddcc6802,10734,f8dcfb6f,2024-Nov-14 00:00:00,2024-Nov-07 00:00:00,SCT
697c3a4e-754,SCH7,25f4e768,10735,f8dcfb6f,2024-Oct-21 00:00:00,2024-Oct-22 00:00:00,
69910434-9d4,SCH3,5db9f168,10736,8599963e,2024-Sep-09 00:00:00,,
69910434-9d4,SCH3,c64de143,10737,8599963e,2024-Nov-27 00:00:00,2024-Sep-03 00:00:00,ENG
69910434-9d4,SCH3,33327ecb,10738,8599963e,2024-Sep-10 00:00:00,2024-Dec-15 00:00:00,
69910434-9d4,SCH3,0cbfd6e5,10739,8599963e,2024-Oct-21 00:00:00,2024-Dec-03 00:00:00,ENG
69910434-9d4,SCH3,e9c6106f,10740,8599963e,2024-Sep-26 00:00:00,,SCT
69910434-9d4,SCH3,5d2e3162,10741,8599963e,2024-Dec-19 00:00:00,2024-Sep-30 00:00:00,ENG
69910434-9d4,SCH3,4935d900,10742,8599963e,2024-Oct-29 00:00:00,2024-Nov-21 00:00:00,ENG
699dfe27-1ef,SCH6,7fed4ca2,10743,3fbf380c,2024-Oct-31 00:00:00,2024-Sep-30 00:00:00,
699dfe27-1ef,SCH6,64589bc0,10744,3fbf380c,2024-Sep-16 00:00:00,,ENG
699dfe27-1ef,SCH6,79bf2576,10745,3fbf380c,2024-Dec-16 00:00:00,2024-Sep-27 00:00:00,SCT
699dfe27-1ef,SCH6,f9132498,10746,3fbf380c,2024-Oct-30 00:00:00,2024-Oct-29 00:00:00,ENG
699dfe27-1ef,SCH6,e9ad862f,10747,3fbf380c,2024-Oct-21 00:00:00,,SCT
699dfe27-1ef,SCH6,0a85261a,10748,3fbf380c,2024-Oct-18 00:00:00,2024-Oct-12 00:00:00,ENG
69a97161-6f8,SCH8,76b868b4,10749,68fd19c5,2024-Oct-11 00:00:00,,ENG
69a97161-6f8,SCH8,015631db,10750,68fd19c5,2024-Oct-03 00:00:00,,ENG
69a97161-6f8,SCH8,05346e89,10751,68fd19c5,2024-Oct-16 00:00:00,2024-Sep-21 00:00:00,ENG
69a97161-6f8,SCH8,5e204484,10752,68fd19c5,2024-Sep-06 00:00:00,2024-Sep-03 00:00:00,ENG
69a97161-6f8,SCH8,3f140f0f,10753,68fd19c5,2024-Oct-01 00:00:00,,ENG
69c34b79-667,SCH8,903d2747,10754,30f11286,2024-Nov-01 00:00:00,,ENG
69c34b79-667,SCH8,cefdb80c,10755,30f11286,2024-Dec-12 00:00:00,,ENG
69c34b79-667,SCH8,f83d2251,10756,30f11286,2024-Oct-02 00:00:00,2024-Sep-12 00:00:00,
69c34b79-667,SCH8,6ceb0687,10757,30f11286,2024-Nov-14 00:00:00,2024-Sep-17 00:00:00,ENG
69c34b79-667,SCH8,4a9b4b8b,10758,30f11286,2024-Nov-11 00:00:00,2024-Sep-19 00:00:00,ENG
69c34b79-667,SCH8,861a0be1,10759,30f11286,2024-Nov-14 00:00:00,2024-Sep-12 00:00:00,ENG
69c34b79-667,SCH8,93f30564,10760,30f11286,2024-Nov-30 00:00:00,,ENG
69c34b79-667,SCH8,ebe7da79,10761,30f11286,2024-Nov-09 00:00:00,2024-Nov-13 00:00:00,ENG
69c34b79-667,SCH8,9cf116c6,10762,30f11286,2024-Oct-31 00:00:00,2024-Oct-19 00:00:00,WLS
69e08303-3ac,SCH7,08a0f768,10763,325cfb8b,2024-Sep-20 00:00:00,2024-Nov-05 00:00:00,SCT
69e08303-3ac,SCH7,796d00fe,10764,325cfb8b,2024-Nov-23 00:00:00,,ENG
69e08303-3ac,SCH7,f778e499,10765,325cfb8b,2024-Oct-09 00:00:00,,SCT
69e08303-3ac,SCH7,5765b61a,10766,325cfb8b,2024-Sep-16 00:00:00,2024-Sep-20 00:00:00,ENG
69e08303-3ac,SCH7,7bd683f3,10767,325cfb8b,2024-Sep-03 00:00:00,,ENG
69e3b318-1d7,SCH3,ee452554,10768,06b52c75,2024-Nov-23 00:00:00,2024-Dec-04 00:00:00,ENG
69e3b318-1d7,SCH3,b1436c39,10769,06b52c75,2024-Dec-08 00:00:00,,ENG
69e3b318-1d7,SCH3,e716cc7c,10770,06b52c75,2024-Nov-19 00:00:00,,NIR
69e3b318-1d7,SCH3,7b7c309c,10771,06b52c75,2024-Sep-12 00:00:00,2024-Dec-12 00:00:00,ENG
69ec5f74-c6e,SCH5,d7d7afd8,10772,0c4c60b9,2024-Dec-07 00:00:00,,ENG
69ec5f74-c6e,SCH5,7b27034e,10773,0c4c60b9,2024-Dec-08 00:00:00,2024-Dec-12 00:00:00,ENG
69ec5f74-c6e,SCH5,89f49044,10774,0c4c60b9,2024-Oct-27 00:00:00,,
69ec5f74-c6e,SCH5,74035f8d,10775,0c4c60b9,2024-Oct-07 00:00:00,,ENG
