pupilonrolltableid,NativeId,fsmperiodtableid,fsmperiodorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
66afaa6c-6dd,SCH4,e53e3d14,10276,14c14aef,2025-Mar-28 00:00:00,2025-Mar-08 00:00:00,
66afaa6c-6dd,SCH4,321029db,10277,14c14aef,2025-Mar-09 00:00:00,,ENG
66afaa6c-6dd,SCH4,a78a0b21,10278,14c14aef,2025-Feb-07 00:00:00,2025-Jan-31 00:00:00,SCT
66afaa6c-6dd,SCH4,38b1a5c3,10279,14c14aef,2025-Jan-07 00:00:00,2025-Jan-20 00:00:00,NIR
66afaa6c-6dd,SCH4,beb35f18,10280,14c14aef,2025-Feb-02 00:00:00,,SCT
66afaa6c-6dd,SCH4,198f01e6,10281,14c14aef,2025-Feb-19 00:00:00,2025-Feb-07 00:00:00,ENG
66afaa6c-6dd,SCH4,f0228387,10282,14c14aef,2025-Mar-21 00:00:00,,ENG
66afaa6c-6dd,SCH4,5e138f80,10283,14c14aef,2025-Apr-08 00:00:00,2025-Jan-29 00:00:00,ENG
66c2d90c-547,SCH6,12b36344,10284,c0056529,2025-Jan-13 00:00:00,,
66c2d90c-547,SCH6,4c847a5b,10285,c0056529,2025-Feb-07 00:00:00,,NIR
66c2d90c-547,SCH6,01207ae8,10286,c0056529,2025-Feb-22 00:00:00,,ENG
66c2d90c-547,SCH6,0b1cd7d5,10287,c0056529,2025-Jan-18 00:00:00,,ENG
66c2d90c-547,SCH6,2d2cc16d,10288,c0056529,2025-Feb-13 00:00:00,,WLS
66c2d90c-547,SCH6,64b13cd7,10289,c0056529,2025-Feb-22 00:00:00,,NIR
66c2d90c-547,SCH6,61ef7003,10290,c0056529,2025-Feb-23 00:00:00,,ENG
66ca8746-ba2,SCH1,7004122a,10291,ec394e03,2025-Feb-22 00:00:00,2025-Jan-29 00:00:00,ENG
66ca8746-ba2,SCH1,dcdf0238,10292,ec394e03,2025-Mar-26 00:00:00,,ENG
66ca8746-ba2,SCH1,4f7e2774,10293,ec394e03,2025-Mar-01 00:00:00,2025-Mar-14 00:00:00,ENG
66ca8746-ba2,SCH1,6e3a505a,10294,ec394e03,2025-Feb-11 00:00:00,2025-Feb-04 00:00:00,
66e0326e-2bc,SCH7,21639792,10295,62778778,2025-Feb-26 00:00:00,2025-Mar-03 00:00:00,
66e0326e-2bc,SCH7,89c59290,10296,62778778,2025-Mar-22 00:00:00,,ENG
66e0326e-2bc,SCH7,9e60681b,10297,62778778,2025-Jan-16 00:00:00,2025-Feb-02 00:00:00,ENG
66e0326e-2bc,SCH7,f11363f1,10298,62778778,2025-Jan-23 00:00:00,,SCT
66e0326e-2bc,SCH7,31efa19e,10299,62778778,2025-Jan-18 00:00:00,2025-Feb-25 00:00:00,ENG
66e0326e-2bc,SCH7,2683180d,10300,62778778,2025-Feb-02 00:00:00,,ENG
66e0326e-2bc,SCH7,c906732c,10301,62778778,2025-Feb-05 00:00:00,,ENG
66e3218f-9a4,SCH7,a0bba2ae,10302,93ae013a,2025-Feb-10 00:00:00,,ENG
66e3218f-9a4,SCH7,59b2286c,10303,93ae013a,2025-Feb-17 00:00:00,,ENG
66e3218f-9a4,SCH7,6314a357,10304,93ae013a,2025-Apr-04 00:00:00,2025-Mar-09 00:00:00,ENG
66e3218f-9a4,SCH7,6bce48eb,10305,93ae013a,2025-Feb-25 00:00:00,,ENG
66e3218f-9a4,SCH7,13437a85,10306,93ae013a,2025-Jan-27 00:00:00,2025-Mar-27 00:00:00,ENG
66e3218f-9a4,SCH7,8309724d,10307,93ae013a,2025-Feb-01 00:00:00,2025-Feb-06 00:00:00,ENG
66e3218f-9a4,SCH7,cdd2a450,10308,93ae013a,2025-Jan-07 00:00:00,2025-Feb-19 00:00:00,ENG
66e3218f-9a4,SCH7,a7a81389,10309,93ae013a,2025-Mar-08 00:00:00,,SCT
66e3218f-9a4,SCH7,059239de,10310,93ae013a,2025-Feb-15 00:00:00,2025-Feb-09 00:00:00,ENG
66ec6862-52d,SCH6,8b91d175,10311,39355141,2025-Mar-13 00:00:00,2025-Mar-16 00:00:00,ENG
67074418-280,SCH5,c6ad8613,10312,77c75d34,2025-Jan-12 00:00:00,2025-Jan-19 00:00:00,ENG
67074418-280,SCH5,52464211,10313,77c75d34,2025-Jan-12 00:00:00,,ENG
67074418-280,SCH5,49ca878f,10314,77c75d34,2025-Jan-20 00:00:00,,ENG
67074418-280,SCH5,f87248f1,10315,77c75d34,2025-Jan-26 00:00:00,2025-Mar-06 00:00:00,ENG
67074418-280,SCH5,6d151888,10316,77c75d34,2025-Feb-10 00:00:00,2025-Mar-05 00:00:00,ENG
67074418-280,SCH5,75faa989,10317,77c75d34,2025-Apr-05 00:00:00,,ENG
6713a382-9e5,SCH8,585183b1,10318,2a0407dc,2025-Apr-06 00:00:00,,ENG
6713a382-9e5,SCH8,3cf82aaf,10319,2a0407dc,2025-Mar-23 00:00:00,,SCT
6713a382-9e5,SCH8,a6f0b943,10320,2a0407dc,2025-Jan-17 00:00:00,2025-Jan-20 00:00:00,SCT
6713a382-9e5,SCH8,04a47988,10321,2a0407dc,2025-Mar-17 00:00:00,,
6713a382-9e5,SCH8,adb3d081,10322,2a0407dc,2025-Jan-27 00:00:00,,ENG
6713a382-9e5,SCH8,acf570dd,10323,2a0407dc,2025-Jan-07 00:00:00,,
6713a382-9e5,SCH8,45286ee5,10324,2a0407dc,2025-Mar-01 00:00:00,,ENG
6713a382-9e5,SCH8,caaba95e,10325,2a0407dc,2025-Mar-17 00:00:00,2025-Mar-09 00:00:00,ENG
6713a382-9e5,SCH8,1fdf9e3c,10326,2a0407dc,2025-Feb-10 00:00:00,2025-Mar-30 00:00:00,ENG
6713a382-9e5,SCH8,8f16e83a,10327,2a0407dc,2025-Feb-27 00:00:00,,ENG
671c1f7b-765,SCH3,8f009dca,10328,d2601a1d,2025-Apr-09 00:00:00,,NIR
671c1f7b-765,SCH3,2aa8bcc4,10329,d2601a1d,2025-Mar-14 00:00:00,2025-Mar-14 00:00:00,
671c1f7b-765,SCH3,ed1d180b,10330,d2601a1d,2025-Feb-20 00:00:00,2025-Feb-05 00:00:00,ENG
671c1f7b-765,SCH3,27026b9d,10331,d2601a1d,2025-Mar-10 00:00:00,2025-Feb-09 00:00:00,SCT
671c1f7b-765,SCH3,c04baa92,10332,d2601a1d,2025-Mar-10 00:00:00,,ENG
671c1f7b-765,SCH3,b7922abd,10333,d2601a1d,2025-Feb-20 00:00:00,,SCT
671c1f7b-765,SCH3,15485d42,10334,d2601a1d,2025-Jan-20 00:00:00,,SCT
671c1f7b-765,SCH3,2f5dbaed,10335,d2601a1d,2025-Jan-07 00:00:00,,
671c1f7b-765,SCH3,dbf6ec2f,10336,d2601a1d,2025-Jan-14 00:00:00,,ENG
672affc5-cb9,SCH4,5e98e299,10337,68be7526,2025-Jan-27 00:00:00,2025-Feb-05 00:00:00,SCT
672affc5-cb9,SCH4,41f59e59,10338,68be7526,2025-Feb-01 00:00:00,,ENG
673ef778-a79,SCH3,0147b49b,10339,d57129aa,2025-Mar-16 00:00:00,2025-Feb-18 00:00:00,NIR
673ef778-a79,SCH3,804ddf49,10340,d57129aa,2025-Jan-28 00:00:00,2025-Feb-20 00:00:00,WLS
673ef778-a79,SCH3,0139a481,10341,d57129aa,2025-Apr-01 00:00:00,2025-Feb-18 00:00:00,WLS
673ef778-a79,SCH3,357a8989,10342,d57129aa,2025-Jan-28 00:00:00,2025-Apr-01 00:00:00,ENG
673ef778-a79,SCH3,a863bbdb,10343,d57129aa,2025-Apr-05 00:00:00,2025-Mar-17 00:00:00,ENG
673ef778-a79,SCH3,0b5b9a15,10344,d57129aa,2025-Feb-12 00:00:00,2025-Jan-27 00:00:00,ENG
67416b3f-837,SCH5,74579779,10345,14d3d029,2025-Feb-02 00:00:00,,ENG
67416b3f-837,SCH5,b4561e45,10346,14d3d029,2025-Mar-23 00:00:00,2025-Jan-09 00:00:00,ENG
67416b3f-837,SCH5,dffa2cf4,10347,14d3d029,2025-Jan-11 00:00:00,,ENG
67416b3f-837,SCH5,a86191c4,10348,14d3d029,2025-Apr-04 00:00:00,,ENG
67416b3f-837,SCH5,e460898a,10349,14d3d029,2025-Jan-20 00:00:00,2025-Feb-18 00:00:00,ENG
67416b3f-837,SCH5,66142ed0,10350,14d3d029,2025-Jan-18 00:00:00,,NIR
67416b3f-837,SCH5,816a9eb4,10351,14d3d029,2025-Apr-06 00:00:00,,SCT
675ca9a9-b5e,SCH1,c0fedc58,10352,ef25c1e4,2025-Jan-21 00:00:00,2025-Feb-20 00:00:00,ENG
675ca9a9-b5e,SCH1,89146a7d,10353,ef25c1e4,2025-Mar-28 00:00:00,2025-Jan-10 00:00:00,NIR
675ca9a9-b5e,SCH1,dfefe69e,10354,ef25c1e4,2025-Jan-20 00:00:00,2025-Feb-22 00:00:00,ENG
675ca9a9-b5e,SCH1,7204af8b,10355,ef25c1e4,2025-Jan-25 00:00:00,,ENG
675ca9a9-b5e,SCH1,fdb59665,10356,ef25c1e4,2025-Jan-10 00:00:00,,ENG
675ca9a9-b5e,SCH1,9f29bcd7,10357,ef25c1e4,2025-Feb-07 00:00:00,2025-Feb-28 00:00:00,ENG
67603684-ef4,SCH3,131c720b,10358,b0c73366,2025-Mar-12 00:00:00,,SCT
67603684-ef4,SCH3,5c14f157,10359,b0c73366,2025-Jan-07 00:00:00,,ENG
67603684-ef4,SCH3,55c78a6a,10360,b0c73366,2025-Jan-21 00:00:00,,
67603684-ef4,SCH3,c7bf0879,10361,b0c73366,2025-Feb-25 00:00:00,2025-Apr-07 00:00:00,ENG
67603684-ef4,SCH3,63e33f03,10362,b0c73366,2025-Mar-04 00:00:00,,ENG
67606c1a-2a4,SCH1,84bd7cb8,10363,da5f95c8,2025-Mar-29 00:00:00,,ENG
67606c1a-2a4,SCH1,9d4dd296,10364,da5f95c8,2025-Mar-12 00:00:00,,
67606c1a-2a4,SCH1,9e69f899,10365,da5f95c8,2025-Mar-22 00:00:00,,ENG
67606c1a-2a4,SCH1,37a7a29b,10366,da5f95c8,2025-Jan-11 00:00:00,,ENG
67606c1a-2a4,SCH1,fa55885b,10367,da5f95c8,2025-Feb-13 00:00:00,,ENG
67606c1a-2a4,SCH1,83079d70,10368,da5f95c8,2025-Feb-23 00:00:00,,ENG
67606c1a-2a4,SCH1,ca6b89b7,10369,da5f95c8,2025-Jan-07 00:00:00,,ENG
67606c1a-2a4,SCH1,588561c9,10370,da5f95c8,2025-Jan-27 00:00:00,2025-Feb-28 00:00:00,WLS
676a2d76-e63,SCH3,8cee3adf,10371,527f39e2,2025-Mar-11 00:00:00,2025-Mar-09 00:00:00,ENG
676a2d76-e63,SCH3,e9559192,10372,527f39e2,2025-Mar-05 00:00:00,2025-Feb-08 00:00:00,ENG
676a8aba-9f1,SCH8,34bf24bd,10373,8b6fd472,2025-Jan-07 00:00:00,,ENG
676a8aba-9f1,SCH8,1338dd24,10374,8b6fd472,2025-Feb-07 00:00:00,2025-Mar-02 00:00:00,ENG
676c7c2b-831,SCH2,7edc2126,10375,fcba7f87,2025-Feb-21 00:00:00,2025-Mar-20 00:00:00,
676c7c2b-831,SCH2,b72926fd,10376,fcba7f87,2025-Mar-06 00:00:00,2025-Mar-30 00:00:00,NIR
676c7c2b-831,SCH2,ffc27efb,10377,fcba7f87,2025-Jan-27 00:00:00,,ENG
676c7c2b-831,SCH2,514968d7,10378,fcba7f87,2025-Mar-27 00:00:00,,NIR
676c7c2b-831,SCH2,dde0f766,10379,fcba7f87,2025-Apr-09 00:00:00,,ENG
676c7c2b-831,SCH2,c5f2ffb6,10380,fcba7f87,2025-Jan-22 00:00:00,,SCT
676c7c2b-831,SCH2,daf35b87,10381,fcba7f87,2025-Feb-25 00:00:00,,ENG
677717e9-8c1,SCH7,fc56e00e,10382,d7cf8a05,2025-Mar-06 00:00:00,2025-Feb-18 00:00:00,WLS
677717e9-8c1,SCH7,681d4274,10383,d7cf8a05,2025-Mar-14 00:00:00,,NIR
677717e9-8c1,SCH7,b5b3572f,10384,d7cf8a05,2025-Jan-07 00:00:00,2025-Jan-25 00:00:00,ENG
677717e9-8c1,SCH7,fd66c600,10385,d7cf8a05,2025-Mar-15 00:00:00,,ENG
677717e9-8c1,SCH7,d8792238,10386,d7cf8a05,2025-Mar-23 00:00:00,,SCT
677717e9-8c1,SCH7,0f851639,10387,d7cf8a05,2025-Feb-21 00:00:00,,ENG
677717e9-8c1,SCH7,1c985e46,10388,d7cf8a05,2025-Feb-09 00:00:00,,ENG
677717e9-8c1,SCH7,c8b03136,10389,d7cf8a05,2025-Jan-18 00:00:00,,SCT
6780e44e-806,SCH7,4de90b5e,10390,7dc1df9e,2025-Feb-23 00:00:00,,WLS
6780e44e-806,SCH7,8b66c1c0,10391,7dc1df9e,2025-Feb-13 00:00:00,,
6780e44e-806,SCH7,11a08a61,10392,7dc1df9e,2025-Jan-23 00:00:00,2025-Jan-12 00:00:00,ENG
6780e44e-806,SCH7,9ddcdc21,10393,7dc1df9e,2025-Mar-26 00:00:00,,SCT
6780e44e-806,SCH7,7a0e8d51,10394,7dc1df9e,2025-Apr-05 00:00:00,,ENG
6789e76a-8eb,SCH1,fe65ef99,10395,31fd59fe,2025-Mar-06 00:00:00,2025-Jan-15 00:00:00,ENG
678bb558-c87,SCH3,681f5aa0,10396,e1b15ec1,2025-Apr-04 00:00:00,2025-Jan-16 00:00:00,NIR
678bb558-c87,SCH3,d4f8d031,10397,e1b15ec1,2025-Jan-07 00:00:00,2025-Feb-21 00:00:00,ENG
678bb558-c87,SCH3,e75ecbe4,10398,e1b15ec1,2025-Feb-09 00:00:00,2025-Feb-23 00:00:00,ENG
678bb558-c87,SCH3,048b9d5a,10399,e1b15ec1,2025-Feb-18 00:00:00,,ENG
678bb558-c87,SCH3,1275c771,10400,e1b15ec1,2025-Jan-23 00:00:00,,ENG
678bb558-c87,SCH3,1b0d9cf5,10401,e1b15ec1,2025-Mar-24 00:00:00,,ENG
678bb558-c87,SCH3,d1ec099e,10402,e1b15ec1,2025-Mar-26 00:00:00,,ENG
678bb558-c87,SCH3,0e83a1a3,10403,e1b15ec1,2025-Feb-14 00:00:00,,NIR
678bb558-c87,SCH3,2535f90f,10404,e1b15ec1,2025-Jan-20 00:00:00,,ENG
678bb558-c87,SCH3,c9b4cd5c,10405,e1b15ec1,2025-Mar-19 00:00:00,,ENG
67b578fe-ad3,SCH4,7801d245,10406,4e8d6ed1,2025-Apr-08 00:00:00,,ENG
67b578fe-ad3,SCH4,28307cd1,10407,4e8d6ed1,2025-Mar-09 00:00:00,2025-Mar-07 00:00:00,SCT
67b578fe-ad3,SCH4,ade10b76,10408,4e8d6ed1,2025-Jan-17 00:00:00,,ENG
67b578fe-ad3,SCH4,a891522b,10409,4e8d6ed1,2025-Apr-04 00:00:00,2025-Feb-10 00:00:00,ENG
67b578fe-ad3,SCH4,acd78fa5,10410,4e8d6ed1,2025-Jan-08 00:00:00,,ENG
67b746fc-5ec,SCH7,3e576c95,10411,bfebc956,2025-Feb-08 00:00:00,,ENG
67b746fc-5ec,SCH7,123be11a,10412,bfebc956,2025-Jan-25 00:00:00,,NIR
67b746fc-5ec,SCH7,b58efc53,10413,bfebc956,2025-Feb-07 00:00:00,2025-Jan-10 00:00:00,
67b746fc-5ec,SCH7,a0d53964,10414,bfebc956,2025-Jan-12 00:00:00,,SCT
67b746fc-5ec,SCH7,cd52901b,10415,bfebc956,2025-Apr-01 00:00:00,2025-Mar-06 00:00:00,SCT
67b746fc-5ec,SCH7,ca5cca0e,10416,bfebc956,2025-Jan-30 00:00:00,2025-Feb-09 00:00:00,ENG
67b746fc-5ec,SCH7,874a56b7,10417,bfebc956,2025-Mar-25 00:00:00,2025-Feb-14 00:00:00,ENG
67b746fc-5ec,SCH7,513abe8f,10418,bfebc956,2025-Feb-28 00:00:00,2025-Mar-29 00:00:00,ENG
67b746fc-5ec,SCH7,f1112e71,10419,bfebc956,2025-Mar-12 00:00:00,2025-Mar-11 00:00:00,SCT
67b746fc-5ec,SCH7,f87808ec,10420,bfebc956,2025-Apr-02 00:00:00,2025-Feb-04 00:00:00,SCT
67be5075-d8b,SCH4,735f4f02,10421,fbda22a5,2025-Feb-01 00:00:00,,
67c15cfa-be3,SCH1,afae824d,10422,d9be1d8b,2025-Jan-25 00:00:00,,ENG
67c15cfa-be3,SCH1,67e1088f,10423,d9be1d8b,2025-Jan-09 00:00:00,,ENG
67c15cfa-be3,SCH1,0312668c,10424,d9be1d8b,2025-Feb-05 00:00:00,,ENG
67e121a8-ce1,SCH4,5bddad1e,10425,8fca7ec9,2025-Apr-03 00:00:00,,ENG
67e121a8-ce1,SCH4,60ae9d1e,10426,8fca7ec9,2025-Feb-14 00:00:00,,ENG
67fc82fb-626,SCH7,6147ccd3,10427,56f4dc94,2025-Jan-07 00:00:00,,ENG
67fc82fb-626,SCH7,b7800c2c,10428,56f4dc94,2025-Feb-07 00:00:00,2025-Jan-20 00:00:00,ENG
67fc82fb-626,SCH7,d0f7a66a,10429,56f4dc94,2025-Jan-13 00:00:00,2025-Jan-12 00:00:00,NIR
67fc82fb-626,SCH7,f793651d,10430,56f4dc94,2025-Mar-04 00:00:00,,ENG
67fc82fb-626,SCH7,524f881e,10431,56f4dc94,2025-Feb-11 00:00:00,2025-Mar-20 00:00:00,
67fc82fb-626,SCH7,7f30feb5,10432,56f4dc94,2025-Mar-23 00:00:00,2025-Mar-11 00:00:00,ENG
67fc82fb-626,SCH7,2491a857,10433,56f4dc94,2025-Mar-25 00:00:00,,ENG
67fc82fb-626,SCH7,475dc4de,10434,56f4dc94,2025-Feb-09 00:00:00,2025-Feb-22 00:00:00,ENG
67fc82fb-626,SCH7,6f00de6b,10435,56f4dc94,2025-Mar-22 00:00:00,,ENG
68178d90-1e3,SCH6,91abf99e,10436,438129c0,2025-Feb-01 00:00:00,,ENG
68178d90-1e3,SCH6,cc65e86d,10437,438129c0,2025-Feb-08 00:00:00,,ENG
6817bd36-93e,SCH4,b696f97e,10438,bfb9ee5c,2025-Mar-09 00:00:00,2025-Feb-28 00:00:00,WLS
682b1452-329,SCH6,2935abbb,10439,6d28ccb1,2025-Mar-16 00:00:00,,ENG
682b1452-329,SCH6,18b9207d,10440,6d28ccb1,2025-Mar-23 00:00:00,,ENG
682b1452-329,SCH6,3ba55553,10441,6d28ccb1,2025-Feb-11 00:00:00,2025-Apr-08 00:00:00,NIR
682b1452-329,SCH6,371e55ab,10442,6d28ccb1,2025-Jan-10 00:00:00,2025-Mar-27 00:00:00,ENG
682b1452-329,SCH6,2de270d2,10443,6d28ccb1,2025-Feb-21 00:00:00,2025-Feb-12 00:00:00,SCT
682b1452-329,SCH6,79f5048c,10444,6d28ccb1,2025-Jan-29 00:00:00,,ENG
682b1452-329,SCH6,d41d41be,10445,6d28ccb1,2025-Mar-05 00:00:00,2025-Mar-09 00:00:00,ENG
682eb2da-ac3,SCH5,d45bcd95,10446,4e2be7ec,2025-Apr-07 00:00:00,,
682eb2da-ac3,SCH5,02d76bd0,10447,4e2be7ec,2025-Jan-29 00:00:00,,WLS
682eb2da-ac3,SCH5,4cd91ae4,10448,4e2be7ec,2025-Feb-20 00:00:00,2025-Mar-09 00:00:00,ENG
682eb2da-ac3,SCH5,3d444110,10449,4e2be7ec,2025-Jan-14 00:00:00,,ENG
682eb2da-ac3,SCH5,7c85698c,10450,4e2be7ec,2025-Mar-22 00:00:00,2025-Feb-14 00:00:00,SCT
682eb2da-ac3,SCH5,a7e5f655,10451,4e2be7ec,2025-Jan-13 00:00:00,,ENG
682eb2da-ac3,SCH5,8a2212f4,10452,4e2be7ec,2025-Jan-16 00:00:00,2025-Jan-23 00:00:00,ENG
682eb2da-ac3,SCH5,82b27d34,10453,4e2be7ec,2025-Mar-01 00:00:00,2025-Jan-19 00:00:00,ENG
682eb2da-ac3,SCH5,17b10225,10454,4e2be7ec,2025-Jan-31 00:00:00,2025-Jan-26 00:00:00,ENG
68389dd4-d97,SCH4,710bef84,10455,7e543b48,2025-Apr-04 00:00:00,,ENG
68389dd4-d97,SCH4,90482d8d,10456,7e543b48,2025-Apr-08 00:00:00,2025-Jan-06 00:00:00,SCT
684d6411-9e0,SCH5,2049e472,10457,73f7bcf6,2025-Jan-24 00:00:00,2025-Feb-06 00:00:00,ENG
684d6411-9e0,SCH5,19fc0131,10458,73f7bcf6,2025-Jan-06 00:00:00,2025-Feb-28 00:00:00,ENG
684d6411-9e0,SCH5,91969139,10459,73f7bcf6,2025-Mar-08 00:00:00,,ENG
684d6411-9e0,SCH5,538ed71b,10460,73f7bcf6,2025-Mar-08 00:00:00,,ENG
684d6411-9e0,SCH5,dc917e7b,10461,73f7bcf6,2025-Feb-02 00:00:00,2025-Mar-29 00:00:00,SCT
684eae10-c23,SCH2,18e2bcb3,10462,8eadbe22,2025-Mar-08 00:00:00,2025-Mar-13 00:00:00,ENG
684eae10-c23,SCH2,ba958df4,10463,8eadbe22,2025-Feb-08 00:00:00,,ENG
684eae10-c23,SCH2,721faf17,10464,8eadbe22,2025-Feb-08 00:00:00,2025-Mar-27 00:00:00,ENG
684eae10-c23,SCH2,cd2fc7ac,10465,8eadbe22,2025-Apr-01 00:00:00,2025-Mar-15 00:00:00,NIR
684eae10-c23,SCH2,e2bcdba2,10466,8eadbe22,2025-Mar-23 00:00:00,2025-Jan-09 00:00:00,SCT
684eae10-c23,SCH2,bfdea830,10467,8eadbe22,2025-Mar-17 00:00:00,,WLS
684eae10-c23,SCH2,b78f1db8,10468,8eadbe22,2025-Jan-23 00:00:00,,ENG
684eae10-c23,SCH2,613edd23,10469,8eadbe22,2025-Mar-19 00:00:00,,
684eae10-c23,SCH2,c72c328f,10470,8eadbe22,2025-Mar-24 00:00:00,2025-Apr-05 00:00:00,ENG
6874b906-985,SCH6,032a763f,10471,b7a81b19,2025-Mar-16 00:00:00,,ENG
6874b906-985,SCH6,7bbaa715,10472,b7a81b19,2025-Jan-20 00:00:00,2025-Mar-27 00:00:00,
6874b906-985,SCH6,d83e4562,10473,b7a81b19,2025-Mar-17 00:00:00,,ENG
6874b906-985,SCH6,7b5f12df,10474,b7a81b19,2025-Mar-09 00:00:00,2025-Mar-14 00:00:00,SCT
6874b906-985,SCH6,6a4e7ac6,10475,b7a81b19,2025-Feb-28 00:00:00,,ENG
6874b906-985,SCH6,6341dfab,10476,b7a81b19,2025-Mar-26 00:00:00,2025-Feb-09 00:00:00,ENG
6874b906-985,SCH6,5ec4d9a6,10477,b7a81b19,2025-Mar-18 00:00:00,,ENG
6874b906-985,SCH6,fa572178,10478,b7a81b19,2025-Feb-12 00:00:00,2025-Mar-19 00:00:00,SCT
6876a34a-977,SCH5,1b05e2f9,10479,c543eeec,2025-Feb-28 00:00:00,2025-Jan-17 00:00:00,ENG
6876a34a-977,SCH5,25cd9ca5,10480,c543eeec,2025-Jan-10 00:00:00,,ENG
6876a34a-977,SCH5,996581bd,10481,c543eeec,2025-Mar-28 00:00:00,,ENG
6876a34a-977,SCH5,7ecd86e9,10482,c543eeec,2025-Apr-06 00:00:00,,SCT
6876a34a-977,SCH5,f87b35fb,10483,c543eeec,2025-Mar-26 00:00:00,2025-Apr-05 00:00:00,ENG
6898faf2-8a4,SCH5,97aadd3c,10484,3ef6f44e,2025-Apr-02 00:00:00,,ENG
6898faf2-8a4,SCH5,ef722829,10485,3ef6f44e,2025-Mar-03 00:00:00,,ENG
6898faf2-8a4,SCH5,bf9a8661,10486,3ef6f44e,2025-Feb-27 00:00:00,,ENG
68a1b245-80c,SCH7,4dcc792e,10487,135aaa8a,2025-Jan-28 00:00:00,,ENG
68a1b245-80c,SCH7,1389273e,10488,135aaa8a,2025-Feb-16 00:00:00,,SCT
68a1b245-80c,SCH7,29376018,10489,135aaa8a,2025-Apr-04 00:00:00,2025-Feb-19 00:00:00,ENG
68a1b245-80c,SCH7,88c927cd,10490,135aaa8a,2025-Mar-02 00:00:00,,ENG
68a1b245-80c,SCH7,79dc26d5,10491,135aaa8a,2025-Jan-14 00:00:00,,SCT
68a1b245-80c,SCH7,f86e033e,10492,135aaa8a,2025-Feb-10 00:00:00,,ENG
68a1b245-80c,SCH7,9f782234,10493,135aaa8a,2025-Mar-31 00:00:00,,ENG
68a1b245-80c,SCH7,121a759c,10494,135aaa8a,2025-Mar-23 00:00:00,,ENG
68a1b245-80c,SCH7,324d5ce4,10495,135aaa8a,2025-Jan-07 00:00:00,2025-Feb-17 00:00:00,ENG
68a1b245-80c,SCH7,2194ec72,10496,135aaa8a,2025-Mar-31 00:00:00,,ENG
68ac0acf-ae7,SCH8,0eca4225,10497,bbc2c0db,2025-Jan-19 00:00:00,,SCT
68ac0acf-ae7,SCH8,b275a576,10498,bbc2c0db,2025-Mar-23 00:00:00,2025-Jan-31 00:00:00,ENG
68ac0acf-ae7,SCH8,86d22cf2,10499,bbc2c0db,2025-Jan-10 00:00:00,2025-Mar-04 00:00:00,ENG
68ac0acf-ae7,SCH8,f691de1a,10500,bbc2c0db,2025-Feb-04 00:00:00,2025-Jan-08 00:00:00,ENG
68ac0acf-ae7,SCH8,d59b33bf,10501,bbc2c0db,2025-Jan-07 00:00:00,,SCT
68ac0acf-ae7,SCH8,67c16180,10502,bbc2c0db,2025-Jan-16 00:00:00,2025-Feb-10 00:00:00,WLS
68ac0acf-ae7,SCH8,07a00ae2,10503,bbc2c0db,2025-Feb-19 00:00:00,2025-Jan-29 00:00:00,ENG
68ba29fb-4f7,SCH7,4342aedd,10504,d6f149a1,2025-Feb-23 00:00:00,,ENG
68ba29fb-4f7,SCH7,6bde3e5b,10505,d6f149a1,2025-Feb-10 00:00:00,2025-Mar-17 00:00:00,NIR
68ba29fb-4f7,SCH7,ee3ad330,10506,d6f149a1,2025-Feb-15 00:00:00,2025-Feb-04 00:00:00,ENG
68eb2c98-490,SCH5,3c9ef028,10507,82db75f8,2025-Mar-06 00:00:00,,SCT
68eb2c98-490,SCH5,811814ca,10508,82db75f8,2025-Feb-22 00:00:00,,ENG
68eb2c98-490,SCH5,74b1b2a8,10509,82db75f8,2025-Feb-23 00:00:00,2025-Mar-27 00:00:00,ENG
68eb2c98-490,SCH5,fbe8bcd2,10510,82db75f8,2025-Jan-09 00:00:00,,ENG
68eb2c98-490,SCH5,c4748f5d,10511,82db75f8,2025-Jan-25 00:00:00,,SCT
68eb2c98-490,SCH5,6cf470e7,10512,82db75f8,2025-Mar-12 00:00:00,,ENG
68eb2c98-490,SCH5,46c6adee,10513,82db75f8,2025-Apr-08 00:00:00,2025-Mar-17 00:00:00,NIR
68eb2c98-490,SCH5,c053861f,10514,82db75f8,2025-Mar-10 00:00:00,2025-Feb-05 00:00:00,ENG
68eb7075-180,SCH3,3def2c36,10515,d2cc19e5,2025-Jan-12 00:00:00,2025-Jan-10 00:00:00,ENG
68eb7075-180,SCH3,82751557,10516,d2cc19e5,2025-Mar-05 00:00:00,2025-Jan-21 00:00:00,ENG
68eb7075-180,SCH3,acb276ab,10517,d2cc19e5,2025-Feb-05 00:00:00,2025-Mar-26 00:00:00,NIR
68eb7075-180,SCH3,98ec4cdf,10518,d2cc19e5,2025-Mar-16 00:00:00,,ENG
68eb7075-180,SCH3,e908a7bd,10519,d2cc19e5,2025-Feb-18 00:00:00,,SCT
68eb7075-180,SCH3,bb11dd07,10520,d2cc19e5,2025-Jan-26 00:00:00,2025-Jan-31 00:00:00,SCT
68eb7075-180,SCH3,879441ad,10521,d2cc19e5,2025-Mar-26 00:00:00,,ENG
68eb7075-180,SCH3,345ebac8,10522,d2cc19e5,2025-Jan-06 00:00:00,,WLS
68eb7075-180,SCH3,79a613cc,10523,d2cc19e5,2025-Jan-14 00:00:00,,ENG
