pupilonrolltableid,NativeId,summerhalfterm2sessiondetailsonrolltableid,summerhalfterm2sessiondetailsonrollorderseqcolumn,sourceid,sessions,attendancereason
9c0d4251-b6d,SCH1,636a9a25,30162,24ef792a,137.0,G
9c0d4251-b6d,SCH1,44a45104,30161,24ef792a,128.0,H
9c0d4251-b6d,SCH1,cd1524ba,30160,24ef792a,126.0,Y
9c171310-fd1,SCH3,2a8064ff,30164,9197b68e,137.0,C
9c33b27f-682,SCH1,5644a92f,30170,772d8c4d,128.0,E
9c33b27f-682,SCH1,a6495a31,30165,772d8c4d,137.0,G
9c33b27f-682,SCH1,5918bf13,30168,772d8c4d,125.0,H
9c33b27f-682,SCH1,873ea566,30167,772d8c4d,124.0,M
9c33b27f-682,SCH1,fc20f25f,30169,772d8c4d,127.0,R
9c36ba66-e43,SCH5,79c236a8,30173,1c629c8a,120.0,G
9c3da8e3-7f4,SCH6,5fd92029,30174,80f6e8b6,125.0,G
9c3da8e3-7f4,SCH6,8279aa07,30175,80f6e8b6,133.0,H
9c3da8e3-7f4,SCH6,41d67e96,30176,80f6e8b6,134.0,T
9c3eafb8-679,SCH5,46202a33,30177,543d8145,124.0,C
9c3eafb8-679,SCH5,d0926b80,30180,543d8145,137.0,G
9c3eafb8-679,SCH5,8ea86060,30178,543d8145,135.0,H
9c3eafb8-679,SCH5,d5d93740,30183,543d8145,131.0,M
9c515dad-047,SCH6,845b1169,30185,a0dbe854,124.0,C
9c524e65-692,SCH1,7f635b5c,30188,05f32214,124.0,H
9c524e65-692,SCH1,daa46485,30187,05f32214,136.0,Y
9c5d2182-fbc,SCH8,74ffece2,30190,d30dedbe,128.0,C
9c5d2182-fbc,SCH8,3be18506,30191,d30dedbe,128.0,E
9c5d2182-fbc,SCH8,1f7de950,30192,d30dedbe,132.0,H
9c5d2182-fbc,SCH8,6f0ef73b,30189,d30dedbe,130.0,Z
9c6b44b2-01c,SCH3,9f7e67eb,30195,6a38bbca,125.0,#
9c6b44b2-01c,SCH3,07b2ccae,30196,6a38bbca,,G
9c6b44b2-01c,SCH3,7ae8de8e,30193,6a38bbca,132.0,I
9c6b44b2-01c,SCH3,22ca0dd1,30200,6a38bbca,131.0,M
9c6b44b2-01c,SCH3,4d67c4dd,30201,6a38bbca,132.0,N
9c6b44b2-01c,SCH3,b7bd7ef6,30194,6a38bbca,125.0,S
9c71081a-8b4,SCH7,ade31028,30203,a19adaaa,127.0,G
9c71081a-8b4,SCH7,74a39191,30204,a19adaaa,128.0,I
9c71081a-8b4,SCH7,7e63564e,30205,a19adaaa,140.0,M
9c7553f8-f13,SCH1,db6db515,30208,cd7de07a,133.0,G
9c7553f8-f13,SCH1,57f1da8c,30207,cd7de07a,120.0,H
9c7553f8-f13,SCH1,5e34b3e8,30206,cd7de07a,125.0,M
9c75d407-1fb,SCH7,fb4f81be,30209,ad2b3c71,129.0,G
9c75d407-1fb,SCH7,d5041010,30212,ad2b3c71,138.0,I
9c75d407-1fb,SCH7,dbb681a4,30215,ad2b3c71,130.0,N
9c75d407-1fb,SCH7,3d15dc79,30210,ad2b3c71,132.0,O
9c75d407-1fb,SCH7,0facc59a,30213,ad2b3c71,125.0,U
9c8035d8-155,SCH2,11bb107b,30218,21799665,128.0,N
9c8035d8-155,SCH2,8e406624,30219,21799665,139.0,R
9c8035d8-155,SCH2,2d28d45b,30220,21799665,131.0,S
9c8eb043-6e5,SCH1,08ed7215,30221,b219b212,127.0,C
9c8eb043-6e5,SCH1,977b046f,30223,b219b212,139.0,E
9c8eb043-6e5,SCH1,50d4dfb5,30224,b219b212,124.0,I
9c8eb043-6e5,SCH1,b69487ef,30222,b219b212,129.0,M
9c8eb043-6e5,SCH1,97bb99f6,30228,b219b212,129.0,R
9c8eb043-6e5,SCH1,b475295f,30229,b219b212,130.0,Z
9c92e4d2-9b8,SCH6,179868e8,30230,a13d64b0,138.0,#
9c94a509-88d,SCH5,c3d15dbb,30238,fa4642d1,130.0,C
9c94a509-88d,SCH5,63f555f7,30232,fa4642d1,126.0,E
9c94a509-88d,SCH5,48eae097,30233,fa4642d1,132.0,H
9c94a509-88d,SCH5,16de226c,30236,fa4642d1,132.0,M
9c94a509-88d,SCH5,47cdcee3,30231,fa4642d1,132.0,N
9c94a509-88d,SCH5,684f7b63,30235,fa4642d1,136.0,S
9c94a509-88d,SCH5,d187f983,30237,fa4642d1,130.0,U
9c99ac92-71c,SCH5,2e7e3fbd,30243,70474295,130.0,E
9c99ac92-71c,SCH5,28957c9b,30241,70474295,131.0,M
9c99ac92-71c,SCH5,5b02a376,30244,70474295,130.0,N
9c99ac92-71c,SCH5,19971282,30240,70474295,120.0,S
9c9a329b-15b,SCH5,0f9d7f69,30247,db8b1dab,130.0,#
9c9a329b-15b,SCH5,610f26a9,30246,db8b1dab,136.0,E
9c9a5813-fb2,SCH7,85369d0e,30248,5afcb008,128.0,C
9c9a5813-fb2,SCH7,abc2d6c1,30249,5afcb008,133.0,G
9c9a5813-fb2,SCH7,ef74803c,30253,5afcb008,123.0,H
9c9a5813-fb2,SCH7,755f9b35,30252,5afcb008,134.0,M
9c9a5813-fb2,SCH7,04c0d034,30251,5afcb008,130.0,R
9c9f554e-c03,SCH6,3b7b896f,30258,7a703081,132.0,E
9c9f554e-c03,SCH6,84018c8d,30257,7a703081,131.0,M
9caf8a34-410,SCH1,3cf785d7,30263,4c626058,125.0,#
9caf8a34-410,SCH1,93f7c8bf,30267,4c626058,127.0,C
9caf8a34-410,SCH1,d68ea6f6,30266,4c626058,137.0,E
9caf8a34-410,SCH1,1d5ed3b2,30262,4c626058,133.0,G
9caf8a34-410,SCH1,f4677341,30264,4c626058,122.0,I
9caf8a34-410,SCH1,2ef534ae,30261,4c626058,131.0,M
9caf8a34-410,SCH1,2e3eb9bb,30265,4c626058,131.0,N
9caf8a34-410,SCH1,61d9304e,30269,4c626058,126.0,S
9caf8a34-410,SCH1,895b8035,30270,4c626058,130.0,Y
9cb61d0e-4b4,SCH2,b922d1b5,30276,97d95ec2,128.0,E
9cb61d0e-4b4,SCH2,72c1a9c0,30271,97d95ec2,137.0,H
9cb61d0e-4b4,SCH2,5c6c6ed0,30272,97d95ec2,129.0,R
9cb61d0e-4b4,SCH2,d37cf535,30273,97d95ec2,127.0,T
9cb61d0e-4b4,SCH2,86b91c33,30277,97d95ec2,130.0,Y
9cbd780d-433,SCH8,01a337e3,30279,fee46dc4,124.0,E
9cbd780d-433,SCH8,b9e1158c,30281,fee46dc4,139.0,G
9cbd780d-433,SCH8,0403d13d,30284,fee46dc4,126.0,H
9cbd780d-433,SCH8,66e47dc2,30282,fee46dc4,136.0,N
9cbd780d-433,SCH8,70873004,30283,fee46dc4,128.0,O
9cbd780d-433,SCH8,49245fcf,30280,fee46dc4,132.0,T
9cbd780d-433,SCH8,2e343b39,30278,fee46dc4,129.0,X
9cbd780d-433,SCH8,666f5e7d,30285,fee46dc4,140.0,Z
9cc06fa0-e34,SCH2,b88d8c97,30287,a33c546b,125.0,C
9cc06fa0-e34,SCH2,511abae8,30286,a33c546b,130.0,M
9cc06fa0-e34,SCH2,6f6f8406,30288,a33c546b,134.0,O
9cc1e0c8-f1e,SCH1,f6c49ced,30289,c0aecd8e,136.0,M
9cc1e0c8-f1e,SCH1,84e85fcf,30291,c0aecd8e,131.0,N
9cc1e0c8-f1e,SCH1,2db5108c,30292,c0aecd8e,130.0,S
9cc1e0c8-f1e,SCH1,bf95b287,30290,c0aecd8e,128.0,Z
9cc2e153-1c2,SCH1,40fea617,30293,8ddc3f87,134.0,E
9cc2e153-1c2,SCH1,47bf4106,30294,8ddc3f87,125.0,S
9cc325c2-a73,SCH2,ce7ab715,30298,9a13b5dc,129.0,C
9cc325c2-a73,SCH2,51f51447,30296,9a13b5dc,130.0,E
9cc325c2-a73,SCH2,c4654fe0,30299,9a13b5dc,137.0,G
9cc325c2-a73,SCH2,7b8bccdb,30300,9a13b5dc,129.0,M
9cc325c2-a73,SCH2,7ebfb2e3,30297,9a13b5dc,126.0,N
9cc325c2-a73,SCH2,7e622975,30295,9a13b5dc,135.0,R
9cd3506d-2b6,SCH3,a7c6e670,30304,aa7831ea,125.0,#
9cd3506d-2b6,SCH3,614b7814,30307,aa7831ea,137.0,G
9cd3506d-2b6,SCH3,4d097b7a,30305,aa7831ea,138.0,H
9cd3506d-2b6,SCH3,b965f7e8,30303,aa7831ea,131.0,M
9cd3506d-2b6,SCH3,812dff33,30308,aa7831ea,125.0,N
9cd3506d-2b6,SCH3,c3b2936e,30306,aa7831ea,125.0,O
9cd3506d-2b6,SCH3,857fb9fc,30311,aa7831ea,135.0,T
9cd3506d-2b6,SCH3,e2937694,30309,aa7831ea,124.0,U
9ce42d14-af7,SCH6,1515f7f0,30315,5ab8a4b3,125.0,C
9ce42d14-af7,SCH6,eff9bde8,30314,5ab8a4b3,123.0,G
9ce42d14-af7,SCH6,cafed440,30319,5ab8a4b3,130.0,I
9ce42d14-af7,SCH6,0aaa143d,30317,5ab8a4b3,127.0,O
9ce42d14-af7,SCH6,495e3645,30313,5ab8a4b3,139.0,R
9ce42d14-af7,SCH6,7fffe798,30316,5ab8a4b3,134.0,T
9cef1417-36a,SCH5,33fdf95a,30322,f650709b,131.0,G
9cef1417-36a,SCH5,f213e32e,30320,f650709b,134.0,H
9cef1417-36a,SCH5,f6396ef0,30323,f650709b,,M
9cef1417-36a,SCH5,1119a8f6,30321,f650709b,130.0,R
9cefabda-4e5,SCH2,bd8a9a09,30333,29bb87fe,129.0,E
9cefabda-4e5,SCH2,6fbdfd2f,30331,29bb87fe,131.0,G
9cefabda-4e5,SCH2,04b439e2,30329,29bb87fe,130.0,H
9cefabda-4e5,SCH2,e8ada475,30334,29bb87fe,125.0,M
9cefabda-4e5,SCH2,3f509a2d,30327,29bb87fe,136.0,N
9cefabda-4e5,SCH2,21ea5e5f,30328,29bb87fe,130.0,O
9cefabda-4e5,SCH2,3e33e605,30326,29bb87fe,133.0,R
9cefabda-4e5,SCH2,19a8628f,30325,29bb87fe,133.0,Y
9cf6a954-9f8,SCH8,a11e1bb5,30335,231793a3,134.0,E
9cf6a954-9f8,SCH8,878bbf1b,30337,231793a3,129.0,I
9cf6a954-9f8,SCH8,40480bb3,30336,231793a3,129.0,O
9cf6a954-9f8,SCH8,0b9d5459,30338,231793a3,126.0,U
9cfbba20-2da,SCH7,d0cb7a0f,30340,50dfabee,140.0,E
9cfbba20-2da,SCH7,0b5e71ea,30341,50dfabee,129.0,H
9d04ccba-838,SCH3,95f90341,30344,6d92c5cc,130.0,H
9d04ccba-838,SCH3,eda96128,30342,6d92c5cc,132.0,M
9d04ccba-838,SCH3,46ebfd2b,30343,6d92c5cc,117.0,S
9d09eec3-ea6,SCH8,4848871f,30348,6c59f545,131.0,C
9d09eec3-ea6,SCH8,c20c3bc9,30346,6c59f545,131.0,H
9d09eec3-ea6,SCH8,7f15fa4d,30347,6c59f545,124.0,I
9d09eec3-ea6,SCH8,96170d27,30345,6c59f545,126.0,M
9d09eec3-ea6,SCH8,7218c21f,30350,6c59f545,138.0,N
9d09eec3-ea6,SCH8,da815d3f,30351,6c59f545,129.0,R
9d09eec3-ea6,SCH8,7df599b3,30349,6c59f545,130.0,U
9d149fec-a7a,SCH7,6bc60239,30355,c016b71b,122.0,E
9d149fec-a7a,SCH7,302ebea4,30354,c016b71b,137.0,I
9d149fec-a7a,SCH7,e14e76cb,30356,c016b71b,143.0,X
9d16d293-c34,SCH8,e37914a9,30358,03d3d69b,128.0,G
9d1f5e79-748,SCH3,754a8a83,30359,19de0bd3,130.0,G
9d1f5e79-748,SCH3,50424b96,30361,19de0bd3,134.0,H
9d1f5e79-748,SCH3,c1f056f6,30364,19de0bd3,129.0,I
9d1f5e79-748,SCH3,603b1a42,30360,19de0bd3,133.0,N
9d1f5e79-748,SCH3,629d3eab,30363,19de0bd3,138.0,O
9d1f5e79-748,SCH3,b8e88be9,30362,19de0bd3,127.0,Y
9d27c997-fdb,SCH2,00458eca,30366,d66c4fef,128.0,C
9d27c997-fdb,SCH2,29345a16,30365,d66c4fef,134.0,N
9d282582-47e,SCH2,3aa0aeff,30367,8dd6b1a7,134.0,Z
9d321121-29c,SCH4,2c3bf308,30370,fd3f1701,135.0,E
9d321121-29c,SCH4,92e632cb,30369,fd3f1701,133.0,G
9d321121-29c,SCH4,c9f7a7e2,30372,fd3f1701,122.0,I
9d321121-29c,SCH4,cc7935d4,30368,fd3f1701,127.0,O
9d321121-29c,SCH4,eea83b04,30371,fd3f1701,126.0,Y
9d3c1c36-8d3,SCH1,cc7fe458,30374,b7d6be7a,125.0,E
9d3c1c36-8d3,SCH1,99bb8354,30373,b7d6be7a,132.0,X
9d3e3fe6-394,SCH8,d371b7dd,30376,b4fb47c2,136.0,C
9d3e3fe6-394,SCH8,ac0daa0f,30383,b4fb47c2,126.0,E
9d3e3fe6-394,SCH8,4e9b7822,30379,b4fb47c2,126.0,M
9d3e3fe6-394,SCH8,219bb3f7,30377,b4fb47c2,143.0,N
9d3e3fe6-394,SCH8,6a67bcd0,30375,b4fb47c2,124.0,U
9d3e3fe6-394,SCH8,3beaf395,30378,b4fb47c2,137.0,Y
9d4d8ee3-c27,SCH7,87bfa1d5,30384,ffd38fb0,137.0,M
9d52d8d3-c82,SCH5,8f04bfea,30389,995159e1,129.0,C
9d52d8d3-c82,SCH5,f19f711a,30391,995159e1,132.0,E
9d52d8d3-c82,SCH5,0bbb83fa,30385,995159e1,130.0,G
9d52d8d3-c82,SCH5,32aa9055,30387,995159e1,125.0,H
9d52d8d3-c82,SCH5,a19951e9,30386,995159e1,132.0,I
9d52d8d3-c82,SCH5,0094e0ac,30388,995159e1,124.0,O
9d58a995-9f4,SCH8,6bbbfb82,30395,3e52aa3f,135.0,E
9d58a995-9f4,SCH8,928f1342,30396,3e52aa3f,125.0,G
9d58a995-9f4,SCH8,bd58a9bb,30392,3e52aa3f,129.0,H
9d58a995-9f4,SCH8,d429a564,30393,3e52aa3f,133.0,N
9d58a995-9f4,SCH8,03ba888c,30399,3e52aa3f,123.0,S
9d58a995-9f4,SCH8,afb4281c,30397,3e52aa3f,124.0,Z
9d5ce8e1-a5f,SCH2,ae936d9f,30404,6ff63711,141.0,C
9d5ce8e1-a5f,SCH2,29ad7527,30403,6ff63711,126.0,E
9d5ce8e1-a5f,SCH2,4b882c50,30407,6ff63711,127.0,G
9d5ce8e1-a5f,SCH2,da6d1a30,30400,6ff63711,125.0,M
9d5ce8e1-a5f,SCH2,af114396,30401,6ff63711,132.0,R
9d5ce8e1-a5f,SCH2,b095a52b,30406,6ff63711,134.0,X
9d5ce8e1-a5f,SCH2,481ecaa0,30408,6ff63711,127.0,Z
9d691db1-071,SCH5,6dd13225,30409,299f5f44,128.0,C
9d691db1-071,SCH5,eeba9f95,30414,299f5f44,123.0,E
9d691db1-071,SCH5,b710e1c5,30415,299f5f44,118.0,N
9d691db1-071,SCH5,e92231b2,30416,299f5f44,128.0,R
9d691db1-071,SCH5,00ae2191,30413,299f5f44,133.0,S
9d691db1-071,SCH5,ff9a33a0,30410,299f5f44,135.0,T
9d691db1-071,SCH5,678d48fc,30411,299f5f44,120.0,X
9d74fdc8-b18,SCH7,232344f0,30419,9561db07,131.0,G
9d74fdc8-b18,SCH7,6ffe317f,30420,9561db07,124.0,H
9d74fdc8-b18,SCH7,6286a00c,30418,9561db07,136.0,I
9d74fdc8-b18,SCH7,c369ac55,30417,9561db07,134.0,N
9d853211-502,SCH6,3c39a624,30423,69143f7c,130.0,C
9d853211-502,SCH6,b3eb55b7,30424,69143f7c,128.0,I
9d853211-502,SCH6,250611ec,30422,69143f7c,129.0,M
9d853211-502,SCH6,dda3b3f4,30421,69143f7c,135.0,Y
9d946af7-1e0,SCH4,f160c819,30426,594ba771,130.0,G
9d946af7-1e0,SCH4,e7ac7a9a,30425,594ba771,130.0,H
9d9e721a-e7f,SCH2,302b781f,30427,17f40de9,126.0,G
9d9e721a-e7f,SCH2,2e429c4b,30429,17f40de9,126.0,I
9d9e721a-e7f,SCH2,437f9875,30428,17f40de9,120.0,N
9da0214d-4e2,SCH8,cf6fec36,30433,348dc846,139.0,C
9da0214d-4e2,SCH8,fb67acee,30431,348dc846,139.0,H
9da0214d-4e2,SCH8,ea164e48,30430,348dc846,134.0,Z
9da441a5-053,SCH8,85e65a5a,30438,c3ea2d7d,134.0,C
9da441a5-053,SCH8,7b88df31,30439,c3ea2d7d,136.0,E
9da441a5-053,SCH8,a6f80f88,30442,c3ea2d7d,126.0,G
9da441a5-053,SCH8,9a9f3ef6,30443,c3ea2d7d,138.0,H
9da441a5-053,SCH8,9cce9a09,30440,c3ea2d7d,124.0,M
9da441a5-053,SCH8,78068b02,30441,c3ea2d7d,,O
9da441a5-053,SCH8,700d8c72,30436,c3ea2d7d,137.0,U
9da441a5-053,SCH8,f622089a,30437,c3ea2d7d,130.0,Y
9da675c6-d5a,SCH1,add6994f,30444,d239e087,131.0,C
9da675c6-d5a,SCH1,321d3643,30448,d239e087,130.0,G
9da675c6-d5a,SCH1,c2973fe4,30447,d239e087,125.0,I
9da675c6-d5a,SCH1,0b10b3bd,30445,d239e087,134.0,M
9da675c6-d5a,SCH1,f52316ff,30449,d239e087,126.0,Z
9dadb987-0d5,SCH5,3f32e39d,30451,94487c2b,129.0,E
9dadb987-0d5,SCH5,70f17bcb,30450,94487c2b,134.0,G
9dadb987-0d5,SCH5,1a62217b,30453,94487c2b,131.0,H
9dadb987-0d5,SCH5,f2c06102,30458,94487c2b,126.0,I
9dadb987-0d5,SCH5,b5c71cc4,30454,94487c2b,129.0,M
9dadb987-0d5,SCH5,ad2106d3,30452,94487c2b,131.0,O
9dadb987-0d5,SCH5,997ca65b,30455,94487c2b,133.0,S
9dc17102-926,SCH5,686247f4,30460,6a4e01bb,126.0,E
9dc17102-926,SCH5,6696dfb6,30459,6a4e01bb,132.0,X
9dc1e480-523,SCH6,9fa6af36,30466,7c6cdf72,128.0,E
9dc1e480-523,SCH6,aae1e609,30464,7c6cdf72,137.0,G
9dc1e480-523,SCH6,2f16abd7,30462,7c6cdf72,128.0,H
9dc1e480-523,SCH6,e56550d6,30468,7c6cdf72,136.0,I
9dc1e480-523,SCH6,30108e4a,30465,7c6cdf72,126.0,M
9dc1e480-523,SCH6,45db0fa6,30461,7c6cdf72,126.0,N
9dc1e480-523,SCH6,6ec58156,30467,7c6cdf72,126.0,T
9dc1e480-523,SCH6,b9facf94,30463,7c6cdf72,124.0,U
9dd1687d-78f,SCH1,46c88991,30475,5fb9fcb6,130.0,C
9dd1687d-78f,SCH1,50c2f682,30474,5fb9fcb6,124.0,R
9dd1687d-78f,SCH1,bf719ac3,30472,5fb9fcb6,129.0,S
9dd1687d-78f,SCH1,e2ed023a,30473,5fb9fcb6,128.0,U
9dd1687d-78f,SCH1,b50a88ff,30471,5fb9fcb6,134.0,Z
9dd5481a-728,SCH8,d0fa9baa,30479,73964a50,,H
9dd5481a-728,SCH8,d967bb29,30478,73964a50,129.0,R
9ddc1c0e-9e7,SCH8,d4a5a414,30483,02529f99,134.0,C
9ddc1c0e-9e7,SCH8,6ec6b190,30481,02529f99,142.0,I
9ddc1c0e-9e7,SCH8,f6de93a2,30484,02529f99,126.0,M
9ddc1c0e-9e7,SCH8,6fdcfae8,30480,02529f99,133.0,R
9ddc1c0e-9e7,SCH8,06913fb1,30482,02529f99,131.0,Z
9ded3c8a-de4,SCH1,2f914ad1,30494,045f00f5,132.0,C
9ded3c8a-de4,SCH1,2604ef85,30493,045f00f5,133.0,E
9ded3c8a-de4,SCH1,866f5058,30485,045f00f5,133.0,G
9ded3c8a-de4,SCH1,630b9662,30486,045f00f5,133.0,H
9ded3c8a-de4,SCH1,c52c8cbc,30490,045f00f5,123.0,I
9ded3c8a-de4,SCH1,bf4f2f52,30487,045f00f5,121.0,M
9ded3c8a-de4,SCH1,9e573983,30488,045f00f5,131.0,O
9ded3c8a-de4,SCH1,e8463e3f,30489,045f00f5,130.0,Y
9df112d2-76e,SCH7,ceac2716,30497,56516184,128.0,C
9df112d2-76e,SCH7,ac27f3ba,30498,56516184,123.0,E
9df112d2-76e,SCH7,0f13e7dd,30495,56516184,139.0,H
9df112d2-76e,SCH7,b5fefbbd,30500,56516184,129.0,R
9e059de4-219,SCH2,6ab200a9,30503,b88f03b5,136.0,C
9e059de4-219,SCH2,c3ecc4ed,30502,b88f03b5,136.0,E
9e059de4-219,SCH2,0f41f753,30505,b88f03b5,133.0,G
9e059de4-219,SCH2,e95c6b9b,30509,b88f03b5,134.0,H
9e059de4-219,SCH2,05020ffb,30504,b88f03b5,126.0,I
9e059de4-219,SCH2,8ad496b4,30501,b88f03b5,125.0,M
9e059de4-219,SCH2,39406287,30506,b88f03b5,136.0,N
9e059de4-219,SCH2,2839cb61,30508,b88f03b5,129.0,Z
9e0bed88-e65,SCH7,96c03e96,30511,622dd3b2,132.0,#
9e0bed88-e65,SCH7,d691b362,30513,622dd3b2,133.0,C
9e0bed88-e65,SCH7,49c175e7,30515,622dd3b2,126.0,H
9e0bed88-e65,SCH7,ed4661b5,30510,622dd3b2,130.0,I
9e0bed88-e65,SCH7,3a85c11e,30512,622dd3b2,126.0,X
9e0ce329-1ae,SCH6,f8d2a1bb,30518,b84feb3c,123.0,G
9e0ce329-1ae,SCH6,c950d25f,30517,b84feb3c,133.0,H
9e0ce329-1ae,SCH6,1205c874,30516,b84feb3c,130.0,N
9e0d98d3-899,SCH4,773656de,30519,3a8ec611,135.0,N
9e1c714a-247,SCH6,85dca3ed,30521,d994726a,124.0,C
9e1c714a-247,SCH6,af8ad798,30520,d994726a,141.0,H
9e1c714a-247,SCH6,6ea25c1d,30527,d994726a,124.0,N
9e1c714a-247,SCH6,0d371bc3,30526,d994726a,135.0,O
9e1c714a-247,SCH6,c21a6d23,30523,d994726a,139.0,S
9e1c714a-247,SCH6,5f0f684d,30524,d994726a,124.0,Y
9e1d6297-451,SCH2,d1e500dd,30529,dfb56080,132.0,C
9e1d6297-451,SCH2,3a49eb7c,30533,dfb56080,131.0,E
9e1d6297-451,SCH2,cb573700,30528,dfb56080,140.0,G
9e1d6297-451,SCH2,453ea752,30534,dfb56080,131.0,I
9e1d6297-451,SCH2,71387a10,30530,dfb56080,127.0,R
9e212889-207,SCH4,a33f86f2,30535,981dd6a6,134.0,C
9e212889-207,SCH4,119bcdd4,30538,981dd6a6,135.0,E
9e212889-207,SCH4,ab51ea0a,30537,981dd6a6,127.0,I
9e212889-207,SCH4,00339c37,30541,981dd6a6,123.0,O
9e212889-207,SCH4,645f8475,30539,981dd6a6,133.0,X
9e2fb9c7-6d5,SCH1,44edb997,30549,506b6279,120.0,C
9e2fb9c7-6d5,SCH1,ebb29cfb,30545,506b6279,131.0,E
9e2fb9c7-6d5,SCH1,6d3cd378,30542,506b6279,132.0,G
9e2fb9c7-6d5,SCH1,883ac09c,30544,506b6279,126.0,H
9e2fb9c7-6d5,SCH1,69b58ef1,30546,506b6279,130.0,N
9e2fb9c7-6d5,SCH1,f5bcc3bf,30547,506b6279,132.0,O
9e2fb9c7-6d5,SCH1,83ffab7e,30548,506b6279,131.0,U
9e3878bc-ed6,SCH4,094993a7,30552,e2a1f8be,129.0,E
9e3878bc-ed6,SCH4,e422724b,30550,e2a1f8be,131.0,G
9e3878bc-ed6,SCH4,c901c4dc,30551,e2a1f8be,133.0,O
9e4fc568-c3d,SCH2,afb7dbba,30562,485ffa06,130.0,G
9e4fc568-c3d,SCH2,a5c3d5d9,30558,485ffa06,128.0,H
9e4fc568-c3d,SCH2,0c987af9,30555,485ffa06,,I
9e4fc568-c3d,SCH2,a0f761ef,30556,485ffa06,127.0,N
9e4fc568-c3d,SCH2,ac4f6c73,30563,485ffa06,140.0,T
9e4fc568-c3d,SCH2,4bfc0461,30561,485ffa06,130.0,X
9e4fc568-c3d,SCH2,dfb09570,30564,485ffa06,129.0,Y
9e53498d-fa9,SCH7,1faa45f0,30565,1163c59b,133.0,E
9e53498d-fa9,SCH7,dd3e0078,30566,1163c59b,123.0,I
9e5c6040-75f,SCH8,2adf816b,30569,ed58cc54,131.0,C
9e5c6040-75f,SCH8,111f7984,30567,ed58cc54,130.0,E
9e5c6040-75f,SCH8,b9056654,30570,ed58cc54,132.0,G
9e5c6040-75f,SCH8,41761386,30571,ed58cc54,135.0,I
9e5c6040-75f,SCH8,9f41f6c2,30572,ed58cc54,132.0,M
9e5c6040-75f,SCH8,2a697ecd,30574,ed58cc54,131.0,N
9e5c6040-75f,SCH8,948b2ff1,30573,ed58cc54,130.0,S
9e5c6040-75f,SCH8,e87d4d44,30568,ed58cc54,,U
9e7d1ad7-0b9,SCH7,36a5043f,30577,4a59e50c,122.0,C
9e7d1ad7-0b9,SCH7,6b729203,30579,4a59e50c,133.0,E
9e7d1ad7-0b9,SCH7,ea77d892,30578,4a59e50c,129.0,G
9e7d1ad7-0b9,SCH7,f36b44bc,30576,4a59e50c,129.0,H
9e7d1ad7-0b9,SCH7,a5c40597,30581,4a59e50c,134.0,T
9e7d1ad7-0b9,SCH7,588dc3c4,30580,4a59e50c,131.0,U
9e7f287f-bcf,SCH3,e097d484,30582,d65e20f2,140.0,G
9e8c6f32-3cd,SCH2,a9ba6855,30586,9d73171c,130.0,E
9e8c6f32-3cd,SCH2,4d0555f2,30592,9d73171c,130.0,G
9e8c6f32-3cd,SCH2,acc11709,30583,9d73171c,125.0,H
9e8c6f32-3cd,SCH2,8895f38e,30588,9d73171c,126.0,I
9e8c6f32-3cd,SCH2,7c53485f,30584,9d73171c,133.0,N
9e8c6f32-3cd,SCH2,add229ad,30590,9d73171c,134.0,X
9e929c11-122,SCH8,373df475,30593,f65df56d,129.0,H
9e929c11-122,SCH8,fffe5f7b,30594,f65df56d,134.0,I
9ea04c4c-8f5,SCH3,e8a450e0,30601,f74dea23,121.0,C
9ea04c4c-8f5,SCH3,80658fe9,30598,f74dea23,129.0,G
9ea04c4c-8f5,SCH3,1801bc22,30597,f74dea23,127.0,I
9ea04c4c-8f5,SCH3,e4b50474,30596,f74dea23,125.0,O
9ea04c4c-8f5,SCH3,22e1b09b,30600,f74dea23,127.0,S
9ea04c4c-8f5,SCH3,4d6e473a,30599,f74dea23,138.0,Y
9ea65280-b6f,SCH7,f0baacec,30605,07e409b3,138.0,C
9ea65280-b6f,SCH7,dbefc319,30603,07e409b3,135.0,G
9ea65280-b6f,SCH7,de793b42,30604,07e409b3,127.0,I
9ea65280-b6f,SCH7,84e67419,30602,07e409b3,136.0,N
9eac0769-317,SCH1,40c3efab,30608,bfc8b670,130.0,N
9eaef5b2-282,SCH5,85cab74f,30610,7e76e6e0,126.0,E
9eaef5b2-282,SCH5,45486a57,30609,7e76e6e0,129.0,G
9eaef5b2-282,SCH5,e1ba064f,30615,7e76e6e0,117.0,M
9eaef5b2-282,SCH5,07c1fc3a,30612,7e76e6e0,129.0,N
9eaef5b2-282,SCH5,5ec966b5,30611,7e76e6e0,139.0,O
9eaef5b2-282,SCH5,1d65337b,30614,7e76e6e0,128.0,U
9eb1c60c-c59,SCH5,b4feb3fe,30616,db11b858,139.0,C
9eb1c60c-c59,SCH5,650dd2a9,30618,db11b858,123.0,E
9eb1c60c-c59,SCH5,57dac7d3,30617,db11b858,126.0,G
9eb1c60c-c59,SCH5,eecb6e23,30619,db11b858,133.0,I
9ec2dd1a-04b,SCH4,47c81eef,30624,d31d73d0,123.0,C
9ec2dd1a-04b,SCH4,56151f61,30620,d31d73d0,137.0,E
9ec2dd1a-04b,SCH4,21081105,30621,d31d73d0,140.0,M
9ec2dd1a-04b,SCH4,f98fdf34,30625,d31d73d0,127.0,N
9ec2dd1a-04b,SCH4,da095d60,30622,d31d73d0,133.0,U
